,address,assessedvalue,buildingsize,city,class,estimatedvalue,homeownerexemption,lotsize,pin,seniorcitizenexemption,seniorfreezeexemption,taxafterexemptions,taxbeforeexemptions,taxbill2013,taxbill2014,taxbill2015,taxbill2016,taxbill2017,taxcode,township,zip
0,647 S HUMPHREY AVE,"32,173","1,643",OAK PARK,2-03,"$321,730","1,219.10","4,166",16-17-114-030-0000,0.00,0.00,"10,401.24","11,620.34","$6,924.85","$6,924.37","$7,432.02","$11,028.38","$10,401.24",27001,OAK PARK,60304
0,600 S HUMPHREY AVE,"32,983","1,230",OAK PARK,2-03,"$329,830",0.00,"4,703",16-17-115-001-0000,0.00,0.00,"11,912.92","11,912.92","$8,385.62","$9,124.12","$9,819.00","$10,958.89","$11,912.92",27001,OAK PARK,60304
0,604 S HUMPHREY AVE,"26,201","1,228",OAK PARK,2-03,"$262,010",0.00,"4,375",16-17-115-002-0000,0.00,0.00,"9,463.39","9,463.39","$7,385.12","$7,418.42","$7,346.62","$8,286.43","$9,463.39",27001,OAK PARK,60304
0,606 S HUMPHREY AVE,"40,175","2,280",OAK PARK,2-06,"$401,750","1,219.10","3,750",16-17-115-003-0000,0.00,0.00,"13,291.36","14,510.46","$10,792.47","$9,779.50","$10,504.43","$11,774.57","$13,291.36",27001,OAK PARK,60304
0,610 S HUMPHREY AVE,"41,607","1,578",OAK PARK,2-05,"$416,070","1,219.10","4,625",16-17-115-004-0000,0.00,0.00,"13,808.62","15,027.72","$8,895.52","$10,194.00","$10,519.30","$11,231.98","$13,808.62",27001,OAK PARK,60304
0,612 S HUMPHREY AVE,"42,606","1,973",OAK PARK,2-05,"$426,060","1,219.10","4,625",16-17-115-005-0000,0.00,0.00,"14,169.48","15,388.58","$9,232.56","$10,218.84","$10,977.29","$12,302.22","$14,169.48",27001,OAK PARK,60304
0,616 S HUMPHREY AVE,"43,126","1,928",OAK PARK,2-05,"$431,260",0.00,"4,687",16-17-115-006-0000,0.00,0.00,"15,576.32","15,576.32","$11,174.87","$13,035.85","$14,028.48","$15,656.97","$15,576.32",27001,OAK PARK,60304
0,618 S HUMPHREY AVE,"24,683",864,OAK PARK,2-02,"$246,830","1,219.10","4,125",16-17-115-007-0000,0.00,0.00,"7,695.93","8,915.03","$6,870.94","$6,648.32","$7,134.85","$8,013.77","$7,695.93",27001,OAK PARK,60304
0,620 S HUMPHREY AVE,"24,304","1,029",OAK PARK,2-03,"$243,040","1,219.10","4,687",16-17-115-008-0000,0.00,0.00,"7,559.03","8,778.13","$6,553.21","$7,206.93","$6,737.40","$7,570.26","$7,559.03",27001,OAK PARK,60304
0,624 S HUMPHREY AVE,"40,819","1,784",OAK PARK,2-03,"$408,190",0.00,"4,125",16-17-115-009-0000,0.00,0.00,"14,743.06","14,743.06","$9,457.87","$9,985.95","$10,726.60","$12,022.53","$14,743.06",27001,OAK PARK,60304
0,626 S HUMPHREY AVE,"30,762","1,067",OAK PARK,2-03,"$307,620","1,219.10","4,687",16-17-115-010-0000,975.28,0.00,"8,916.38","11,110.76","$6,738.42","$7,363.21","$7,890.01","$8,892.91","$8,916.38",27001,OAK PARK,60304
0,630 S HUMPHREY AVE,"36,510","1,562",OAK PARK,2-05,"$365,100",0.00,"4,687",16-17-115-011-0000,0.00,0.00,"13,186.76","13,186.76","$10,801.77","$10,723.34","$11,539.87","$11,951.31","$13,186.76",27001,OAK PARK,60304
0,632 S HUMPHREY AVE,"40,621","2,449",OAK PARK,2-06,"$406,210","1,219.10","6,250",16-17-115-012-0000,0.00,0.00,"13,452.52","14,671.62","$11,865.10","$11,212.72","$12,046.79","$13,495.95","$13,452.52",27001,OAK PARK,60304
0,636 S HUMPHREY AVE,"42,067","1,516",OAK PARK,2-03,"$420,670","1,219.10","6,250",16-17-115-013-0000,0.00,0.00,"13,974.79","15,193.89","$10,152.13","$10,041.16","$10,786.06","$12,089.01","$13,974.79",27001,OAK PARK,60304
0,640 S HUMPHREY AVE,"37,792","1,488",OAK PARK,2-05,"$377,920","1,219.10","4,166",16-17-115-014-0000,0.00,0.00,"12,430.68","13,649.78","$8,625.72","$9,515.38","$10,220.23","$11,457.40","$12,430.68",27001,OAK PARK,60304
0,644 S HUMPHREY AVE,"33,122","1,692",OAK PARK,2-03,"$331,220","1,219.10","4,166",16-17-115-015-0000,975.28,"2,658.00","6,866.95","11,963.15","$7,653.22","$9,245.36","$9,203.17","$8,949.05","$6,866.95",27001,OAK PARK,60304
0,646 S HUMPHREY AVE,"36,909","1,704",OAK PARK,2-05,"$369,090","1,219.10","4,166",16-17-115-016-0000,975.28,"2,915.84","8,220.64","13,330.86","$8,977.06","$9,029.20","$9,923.60","$10,543.37","$8,220.64",27001,OAK PARK,60304
0,128 S AUSTIN BLVD,"52,038","3,774",OAK PARK,2-11,"$520,380",0.00,"3,336",16-17-115-017-0000,0.00,0.00,"18,795.23","18,795.23","$7,344.93","$14,190.32","$15,270.82","$17,043.52","$18,795.23",27001,OAK PARK,60304
0,130 S AUSTIN BLVD,"31,756","2,448",OAK PARK,2-11,"$317,560","1,219.10","3,625",16-17-115-018-0000,975.28,"2,664.46","6,610.94","11,469.78","$8,298.33","$7,594.75","$8,814.91","$8,647.54","$6,610.94",27001,OAK PARK,60304
0,132 S AUSTIN BLVD,"48,018","4,287",OAK PARK,2-11,"$480,180","1,219.10","3,625",16-17-115-019-0000,0.00,0.00,"16,124.18","17,343.28","$13,547.99","$12,490.77","$13,422.24","$15,031.10","$16,124.18",27001,OAK PARK,60304
0,136 S AUSTIN BLVD,"29,679","2,346",OAK PARK,2-11,"$296,790","1,219.10","3,625",16-17-115-020-0000,975.28,"1,904.84","6,620.32","10,719.55","$7,372.29","$7,174.10","$7,686.63","$8,658.59","$6,620.32",27001,OAK PARK,60304
0,138 S AUSTIN BLVD,"43,220","3,524",OAK PARK,2-11,"$432,200",0.00,"3,625",16-17-115-021-0000,0.00,0.00,"15,610.33","15,610.33","$11,795.05","$11,306.91","$13,094.12","$14,015.27","$15,610.33",27001,OAK PARK,60304
0,140 S AUSTIN BLVD,"34,120","2,962",OAK PARK,2-11,"$341,200",0.00,"5,000",16-17-115-022-0000,0.00,0.00,"12,323.52","12,323.52","$11,666.44","$10,642.19","$10,869.45","$12,131.22","$12,323.52",27001,OAK PARK,60304
0,142 S AUSTIN BLVD,"47,485","3,767",OAK PARK,2-11,"$474,850",0.00,"5,000",16-17-115-023-0000,0.00,0.00,"17,150.79","17,150.79","$14,395.55","$13,043.60","$14,036.86","$15,666.30","$17,150.79",27001,OAK PARK,60304
0,204 S AUSTIN BLVD,"43,579","3,312",OAK PARK,2-11,"$435,790","1,219.10","5,000",16-17-115-024-0000,975.28,"11,210.60","2,335.06","15,740.04","$3,075.08","$3,092.94","$3,399.31","$3,611.61","$2,335.06",27001,OAK PARK,60304
0,208 S AUSTIN BLVD,"50,540","4,644",OAK PARK,2-11,"$505,400",0.00,"5,000",16-17-115-025-0000,0.00,0.00,"18,254.19","18,254.19","$15,862.67","$14,730.49","$15,852.19","$17,692.36","$18,254.19",27001,OAK PARK,60304
0,212 S AUSTIN BLVD,"26,714",920,OAK PARK,2-02,"$267,140","1,219.10","7,500",16-17-115-026-0000,0.00,0.00,"8,429.59","9,648.69","$7,647.72","$7,480.64","$8,030.56","$9,013.52","$8,429.59",27001,OAK PARK,60304
0,216 S AUSTIN BLVD,"23,016","1,066",OAK PARK,2-03,"$230,160","1,219.10","5,000",16-17-115-027-0000,975.28,0.00,"6,118.66","8,313.04","$6,457.12","$7,162.79","$6,584.97","$7,436.30","$6,118.66",27001,OAK PARK,60304
0,220 S AUSTIN BLVD,"48,966","3,756",OAK PARK,2-11,"$489,660",0.00,"6,250",16-17-115-028-0000,0.00,0.00,"17,685.73","17,685.73","$14,017.55","$12,539.71","$13,474.94","$15,089.83","$17,685.73",27001,OAK PARK,60304
0,224 S AUSTIN BLVD,"41,266","1,600",OAK PARK,2-05,"$412,660","1,219.10","5,000",16-17-115-029-0000,0.00,0.00,0.00,"14,904.59","$9,989.29","$9,954.10","$10,692.41","$5,880.83",$0.00,27001,OAK PARK,60304
0,228 S AUSTIN BLVD,0,,OAK PARK,0-00,,,0,16-17-115-030-0000,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,27001,OAK PARK,60304
0,700 S ELMWOOD AVE,0,,OAK PARK,0-00,,,0,16-17-116-001-0000,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,27001,OAK PARK,60304
0,700 S ELMWOOD AVE,0,,OAK PARK,0-00,,,0,16-17-116-002-0000,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,27001,OAK PARK,60304
0,707 S ELMWOOD AVE,0,,OAK PARK,0-00,,,0,16-17-116-003-0000,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,27001,OAK PARK,60304
0,708 S RIDGELAND AVE,"37,061","1,360",OAK PARK,2-05,"$370,610","1,219.10","4,725",16-17-116-004-0000,0.00,0.00,"12,166.74","13,385.84","$8,892.83","$9,103.59","$9,777.11","$10,962.76","$12,166.74",27001,OAK PARK,60304
0,710 S RIDGELAND AVE,"31,995","1,620",OAK PARK,2-05,"$319,950","1,219.10","3,150",16-17-116-005-0000,0.00,0.00,"10,336.99","11,556.09","$7,757.99","$8,947.80","$9,609.40","$9,732.43","$10,336.99",27001,OAK PARK,60304
0,714 S RIDGELAND AVE,"29,326","1,384",OAK PARK,2-03,"$293,260","1,219.10","3,150",16-17-116-006-0000,975.28,0.00,0.00,"10,592.03","$6,204.55","$6,681.65",$0.00,$0.00,$0.00,27001,OAK PARK,60304
0,716 S RIDGELAND AVE,"28,619","1,163",OAK PARK,2-03,"$286,190","1,219.10","4,725",16-17-116-007-0000,975.28,0.00,"8,142.37","10,336.75","$5,056.75","$6,468.06","$6,358.20","$6,755.15","$8,142.37",27001,OAK PARK,60304
0,718 S RIDGELAND AVE,"35,658","1,554",OAK PARK,2-05,"$356,580",0.00,"4,725",16-17-116-008-0000,0.00,0.00,"12,879.06","12,879.06","$8,618.75","$9,246.71","$9,917.11","$9,879.45","$12,879.06",27001,OAK PARK,60304
0,720 S RIDGELAND AVE,"29,896","1,428",OAK PARK,2-05,"$298,960","1,219.10","3,150",16-17-116-009-0000,0.00,0.00,"9,578.83","10,797.93","$6,628.40","$7,750.05","$7,815.69","$8,773.74","$9,578.83",27001,OAK PARK,60304
0,722 S RIDGELAND AVE,"26,261","1,060",OAK PARK,2-03,"$262,610","1,219.10","3,150",16-17-116-010-0000,0.00,0.00,"8,265.86","9,484.96","$5,598.07","$7,727.67","$8,296.38","$9,310.16","$8,265.86",27001,OAK PARK,60304
0,726 S RIDGELAND AVE,"37,737","1,256",OAK PARK,2-03,"$377,370","1,219.10","4,158",16-17-116-012-0000,0.00,0.00,"12,410.80","13,629.90","$7,650.04","$8,349.23","$8,965.32","$10,056.77","$12,410.80",27001,OAK PARK,60304
0,728 S RIDGELAND AVE,"39,559","2,233",OAK PARK,2-04,"$395,590",0.00,"4,158",16-17-116-013-0000,0.00,0.00,"14,287.97","14,287.97","$10,761.06","$11,226.00","$11,407.57","$12,731.81","$14,287.97",27001,OAK PARK,60304
0,732 S RIDGELAND AVE,"31,788","1,256",OAK PARK,2-03,"$317,880",0.00,"4,284",16-17-116-014-0000,0.00,0.00,"11,481.24","11,481.24","$7,681.21","$8,715.16","$9,359.12","$9,174.91","$11,481.24",27001,OAK PARK,60304
0,734 S RIDGELAND AVE,"27,966","1,352",OAK PARK,2-03,"$279,660",0.00,"4,199",16-17-116-015-0000,0.00,0.00,"10,100.85","10,100.85","$7,316.91","$8,385.63","$9,024.24","$10,071.71","$10,100.85",27001,OAK PARK,60304
0,738 S RIDGELAND AVE,"34,662","1,836",OAK PARK,2-04,"$346,620","1,219.10","4,199",16-17-116-016-0000,975.28,0.00,"10,324.92","12,519.30","$8,024.49","$8,058.80","$8,638.69","$9,728.55","$10,324.92",27001,OAK PARK,60304
0,740 S RIDGELAND AVE,"34,835","1,932",OAK PARK,2-04,"$348,350","1,219.10","4,199",16-17-116-017-0000,0.00,0.00,"11,362.74","12,581.84","$9,078.65","$9,032.89","$9,701.02","$10,877.91","$11,362.74",27001,OAK PARK,60304
0,742 S RIDGELAND AVE,"32,980","1,575",OAK PARK,2-03,"$329,800","1,219.10","4,725",16-17-116-018-0000,0.00,0.00,"10,692.73","11,911.83","$7,775.59","$10,269.00","$10,666.06","$11,954.90","$10,692.73",27001,OAK PARK,60304
0,746 S RIDGELAND AVE,"31,500","2,098",OAK PARK,2-04,"$315,000","1,219.10","4,689",16-17-116-019-0000,0.00,0.00,"10,158.15","11,377.25","$9,744.91","$9,843.81","$10,573.76","$11,851.81","$10,158.15",27001,OAK PARK,60304
0,729 S CUYLER AVE,"33,231","1,360",OAK PARK,2-05,"$332,310",0.00,"3,150",16-17-116-031-0000,0.00,0.00,"12,002.41","12,002.41","$8,843.69","$8,570.43","$9,203.30","$10,322.40","$12,002.41",27001,OAK PARK,60304
0,731 S CUYLER AVE,"32,941","1,292",OAK PARK,2-05,"$329,410","1,219.10","3,150",16-17-116-032-0000,0.00,0.00,"10,678.58","11,897.68","$6,451.38","$8,110.93","$8,708.96","$9,770.62","$10,678.58",27001,OAK PARK,60304
0,733 S CUYLER AVE,"30,255","1,192",OAK PARK,2-05,"$302,550","1,219.10","3,150",16-17-116-033-0000,0.00,0.00,"9,708.42","10,927.52","$4,893.79","$6,981.05","$6,688.75","$7,515.98","$9,708.42",27001,OAK PARK,60304
0,737 S CUYLER AVE,"29,225",988,OAK PARK,2-02,"$292,250","1,219.10","4,221",16-17-116-034-0000,0.00,0.00,"9,336.48","10,555.58","$7,124.73","$7,489.00","$8,039.61","$9,023.57","$9,336.48",27001,OAK PARK,60304
0,739 S CUYLER AVE,"22,233",888,OAK PARK,2-02,"$222,330","1,219.10","4,221",16-17-116-035-0000,975.28,0.00,"5,835.83","8,030.21","$4,883.40","$5,868.63","$6,281.71","$7,097.88","$5,835.83",27001,OAK PARK,60304
0,741 S CUYLER AVE,"21,919",888,OAK PARK,2-02,"$219,190",0.00,"4,158",16-17-116-036-0000,0.00,0.00,"7,916.71","7,916.71","$6,771.43","$8,319.23","$7,673.25","$8,563.97","$7,916.71",27001,OAK PARK,60304
0,743 S CUYLER AVE,"29,925","1,400",OAK PARK,2-05,"$299,250","1,219.10","3,150",16-17-116-037-0000,975.28,0.00,0.00,"10,808.42","$5,665.92","$7,255.01",$0.00,$0.00,$0.00,27001,OAK PARK,60304
0,747 S CUYLER AVE,"40,640","1,640",OAK PARK,2-05,"$406,400","1,219.10","3,150",16-17-116-038-0000,975.28,0.00,"12,484.07","14,678.45","$9,241.61","$9,350.00","$10,028.20","$11,279.21","$12,484.07",27001,OAK PARK,60304
0,747 S CUYLER AVE,"2,810",,OAK PARK,2-41,"$28,100",0.00,"3,123",16-17-116-039-0000,0.00,0.00,"1,014.90","1,014.90",$762.23,$784.85,$844.63,$942.60,"$1,014.90",27001,OAK PARK,60304
0,711 S CUYLER AVE,0,,OAK PARK,0-00,,,0,16-17-116-040-0000,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,27001,OAK PARK,60304
0,727 S CUYLER AVE,"40,301","2,019",OAK PARK,2-04,"$403,010","1,219.10","4,725",16-17-116-041-0000,975.28,"3,867.47","8,494.20","14,556.05","$9,251.39","$9,305.12","$10,226.85","$10,865.56","$8,494.20",27001,OAK PARK,60304
0,728 S CUYLER AVE,"43,399","1,899",OAK PARK,2-05,"$433,990","1,219.10","3,906",16-17-117-005-0000,0.00,0.00,"14,455.84","15,674.94","$9,554.45","$11,489.14","$10,711.47","$12,005.59","$14,455.84",27001,OAK PARK,60304
0,730 S CUYLER AVE,"27,942","1,388",OAK PARK,2-03,"$279,420","1,219.10","3,906",16-17-117-006-0000,0.00,0.00,"8,873.10","10,092.20","$6,617.39","$7,647.87","$8,210.57","$9,214.39","$8,873.10",27001,OAK PARK,60304
0,732 S CUYLER AVE,"27,894",896,OAK PARK,2-05,"$278,940","1,219.10","3,906",16-17-117-007-0000,975.28,"7,035.79",844.71,"10,074.89","$1,580.57","$1,589.75","$1,747.23","$1,856.35",$844.71,27001,OAK PARK,60304
0,734 S CUYLER AVE,"34,687","1,547",OAK PARK,2-05,"$346,870","1,219.10","3,906",16-17-117-008-0000,0.00,0.00,"11,309.22","12,528.32","$8,001.75","$9,948.69","$9,454.66","$10,602.95","$11,309.22",27001,OAK PARK,60304
0,738 S CUYLER AVE,"27,455","1,285",OAK PARK,2-03,"$274,550","1,219.10","3,906",16-17-117-009-0000,0.00,0.00,"8,697.18","9,916.28","$7,697.84","$7,380.80","$7,923.12","$8,893.63","$8,697.18",27001,OAK PARK,60304
0,740 S CUYLER AVE,"43,007","1,846",OAK PARK,2-05,"$430,070","1,219.10","4,199",16-17-117-010-0000,0.00,0.00,"14,314.31","15,533.41","$11,994.93","$12,123.12","$11,914.48","$13,348.35","$14,314.31",27001,OAK PARK,60304
0,727 S HIGHLAND AVE,"31,614","1,946",OAK PARK,2-11,"$316,140","1,219.10","4,725",16-17-117-018-0000,975.28,0.00,"9,224.08","11,418.46","$7,868.01","$7,267.67","$7,787.31","$8,778.19","$9,224.08",27001,OAK PARK,60304
0,729 S HIGHLAND AVE,"30,235","1,919",OAK PARK,2-11,"$302,350",0.00,"4,725",16-17-117-019-0000,0.00,0.00,"10,920.33","10,920.33","$8,884.52","$8,781.68","$9,450.48","$10,547.53","$10,920.33",27001,OAK PARK,60304
0,733 S HIGHLAND AVE,"48,563","2,165",OAK PARK,2-05,"$485,630","1,219.10","4,725",16-17-117-020-0000,0.00,0.00,"16,321.07","17,540.17","$11,366.19","$12,404.94","$13,329.94","$14,928.01","$16,321.07",27001,OAK PARK,60304
0,737 S HIGHLAND AVE,"42,221",,OAK PARK,2-05,"$422,210","1,219.10","4,725",16-17-117-021-0000,0.00,0.00,"14,030.38","15,249.48","$9,864.96","$10,475.82","$11,253.78","$12,610.92","$14,030.38",27001,OAK PARK,60304
0,739 S HIGHLAND AVE,"35,229","1,386",OAK PARK,2-03,"$352,290","1,219.10","4,725",16-17-117-022-0000,0.00,0.00,"11,505.01","12,724.11","$7,194.05","$9,497.92","$10,201.58","$11,436.58","$11,505.01",27001,OAK PARK,60304
0,743 S HIGHLAND AVE,"27,554",902,OAK PARK,2-02,"$275,540",0.00,"4,725",16-17-117-023-0000,0.00,0.00,"9,952.00","9,952.00","$6,372.89","$6,435.23","$6,891.46","$7,778.45","$9,952.00",27001,OAK PARK,60304
0,747 S HIGHLAND AVE,"41,448","1,470",OAK PARK,2-03,"$414,480","1,219.10","6,282",16-17-117-024-0000,0.00,0.00,"13,751.20","14,970.30","$9,969.73","$9,770.77","$10,495.11","$11,764.08","$13,751.20",27001,OAK PARK,60304
0,742 S CUYLER AVE,"34,882","1,432",OAK PARK,2-03,"$348,820","1,219.10","4,199",16-17-117-025-0000,0.00,0.00,"11,379.69","12,598.79","$8,179.14","$8,842.91","$9,496.56","$10,649.62","$11,379.69",27001,OAK PARK,60304
0,744 S CUYLER AVE,"36,444","2,448",OAK PARK,2-11,"$364,440","1,219.10","4,173",16-17-117-026-0000,975.28,"4,765.46","6,203.15","13,162.99","$8,488.06","$6,758.99","$7,239.86","$8,167.26","$6,203.15",27001,OAK PARK,60304
0,711 S HIGHLAND AVE,0,,OAK PARK,0-00,,,0,16-17-117-028-0000,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,27001,OAK PARK,60304
0,700 S HIGHLAND AVE,"17,857","1,932",OAK PARK,2-04,"$178,570",609.55,"3,108",16-17-118-001-0000,0.00,0.00,"5,840.10","6,449.65","$4,746.36","$4,931.68","$5,297.35","$5,937.61","$5,840.10",27001,OAK PARK,60304
0,702 S HIGHLAND AVE,"17,872","1,932",OAK PARK,2-04,"$178,720",609.55,"3,125",16-17-118-002-0000,0.00,0.00,"5,845.46","6,455.01","$4,750.27","$4,935.61","$5,301.68","$5,942.49","$5,845.46",27001,OAK PARK,60304
0,704 S HIGHLAND AVE,"31,522","1,677",OAK PARK,2-03,"$315,220","1,219.10","3,125",16-17-118-003-0000,0.00,0.00,"10,166.07","11,385.17","$8,025.59","$8,825.82","$9,478.18","$10,217.44","$10,166.07",27001,OAK PARK,60304
0,706 S HIGHLAND AVE,"1,405",,OAK PARK,2-41,"$14,050",0.00,"1,562",16-17-118-004-0000,0.00,0.00,507.51,507.51,$381.05,$392.37,$422.31,$471.37,$507.51,27001,OAK PARK,60304
0,708 S HIGHLAND AVE,"37,827","1,482",OAK PARK,2-05,"$378,270","1,219.10","4,687",16-17-118-005-0000,975.28,0.00,"11,468.07","13,662.45","$9,080.61","$9,075.19","$9,732.51","$10,949.27","$11,468.07",27001,OAK PARK,60304
0,710 S HIGHLAND AVE,"29,972","2,052",OAK PARK,2-11,"$299,720","1,219.10","3,125",16-17-118-006-0000,0.00,0.00,"9,606.26","10,825.36","$7,440.75","$7,694.47","$8,260.70","$9,270.39","$9,606.26",27001,OAK PARK,60304
0,712 S HIGHLAND AVE,"2,812",,OAK PARK,2-41,"$28,120",0.00,"3,125",16-17-118-007-0000,0.00,0.00,"1,015.63","1,015.63",$762.47,$785.10,$844.90,$943.03,"$1,015.63",27001,OAK PARK,60304
0,714 S HIGHLAND AVE,"29,363","2,218",OAK PARK,2-11,"$293,630","1,219.10","4,875",16-17-118-008-0000,0.00,0.00,"9,386.34","10,605.44","$8,891.61","$7,983.30","$8,571.52","$9,617.28","$9,386.34",27001,OAK PARK,60304
0,718 S HIGHLAND AVE,"41,808","1,614",OAK PARK,2-03,"$418,080",0.00,"6,062",16-17-118-009-0000,0.00,0.00,"15,100.38","15,100.38","$8,502.61","$10,503.24","$12,229.36","$13,649.00","$15,100.38",27001,OAK PARK,60304
0,720 S HIGHLAND AVE,"1,405",,OAK PARK,2-41,"$14,050",0.00,"1,562",16-17-118-010-0000,0.00,0.00,507.51,507.51,$381.05,$392.37,$422.31,$471.37,$507.51,27001,OAK PARK,60304
0,722 S HIGHLAND AVE,"30,172","1,587",OAK PARK,2-03,"$301,720","1,219.10","3,125",16-17-118-011-0000,0.00,0.00,"9,678.56","10,897.66","$7,762.26","$9,044.94","$9,714.00","$10,892.41","$9,678.56",27001,OAK PARK,60304
0,724 S HIGHLAND AVE,"36,348","1,472",OAK PARK,2-05,"$363,480","1,219.10","3,750",16-17-118-012-0000,0.00,0.00,"11,909.14","13,128.24","$9,409.95","$9,475.17","$10,176.99","$11,409.15","$11,909.14",27001,OAK PARK,60304
0,726 S HIGHLAND AVE,"29,903","1,400",OAK PARK,2-05,"$299,030","1,219.10","3,750",16-17-118-013-0000,0.00,0.00,"9,581.39","10,800.49","$8,028.16","$8,413.29","$9,034.24","$10,133.73","$9,581.39",27001,OAK PARK,60304
0,730 S HIGHLAND AVE,"38,449","1,448",OAK PARK,2-05,"$384,490",0.00,"3,750",16-17-118-014-0000,0.00,0.00,"13,887.13","13,887.13","$9,910.32","$10,253.14","$11,033.91","$10,747.97","$13,887.13",27001,OAK PARK,60304
0,732 S HIGHLAND AVE,"35,694","1,514",OAK PARK,2-05,"$356,940","1,219.10","3,750",16-17-118-015-0000,0.00,0.00,"11,673.00","12,892.10","$7,215.20","$8,811.68","$9,463.04","$10,612.28","$11,673.00",27001,OAK PARK,60304
0,734 S HIGHLAND AVE,"37,039","1,577",OAK PARK,2-05,"$370,390","1,219.10","3,750",16-17-118-016-0000,0.00,0.00,"12,158.69","13,377.79","$9,670.34","$9,567.39","$10,276.18","$11,519.85","$12,158.69",27001,OAK PARK,60304
0,736 S HIGHLAND AVE,"21,117","1,452",OAK PARK,2-11,"$211,170",0.00,"3,125",16-17-118-017-0000,0.00,0.00,"7,627.06","7,627.06","$6,260.54","$6,812.35","$7,331.07","$8,182.05","$7,627.06",27001,OAK PARK,60304
0,738 S HIGHLAND AVE,"33,382","1,688",OAK PARK,2-05,"$333,820","1,219.10","3,125",16-17-118-018-0000,0.00,0.00,"10,837.92","12,057.02","$10,118.75","$8,220.61","$8,826.80","$9,902.28","$10,837.92",27001,OAK PARK,60304
0,740 S HIGHLAND AVE,"31,120","1,458",OAK PARK,2-03,"$311,200","1,219.10","3,125",16-17-118-019-0000,975.28,0.00,"9,045.60","11,239.98","$7,908.72","$8,163.44","$8,751.26","$9,854.04","$9,045.60",27001,OAK PARK,60304
0,742 S HIGHLAND AVE,"33,158","1,456",OAK PARK,2-03,"$331,580","1,219.10","4,671",16-17-118-020-0000,0.00,0.00,"10,756.97","11,976.07","$8,016.42","$8,899.48","$9,557.51","$10,717.67","$10,756.97",27001,OAK PARK,60304
0,746 S HIGHLAND AVE,"39,858","2,360",OAK PARK,2-06,"$398,580","1,219.10","4,687",16-17-118-021-0000,975.28,0.00,"12,201.61","14,395.99","$8,762.88","$9,247.82","$9,918.19","$11,156.45","$12,201.61",27001,OAK PARK,60304
0,701 S HARVEY AVE,"43,433","1,834",OAK PARK,2-05,"$434,330","1,219.10","6,241",16-17-118-022-0000,0.00,0.00,"14,468.16","15,687.26","$11,837.47","$11,830.35","$11,846.37","$13,272.25","$14,468.16",27001,OAK PARK,60304
0,705 S HARVEY AVE,"37,173","1,674",OAK PARK,2-05,"$371,730","1,219.10","3,125",16-17-118-023-0000,0.00,0.00,"12,207.09","13,426.19","$9,059.21","$10,044.23","$10,789.31","$12,092.59","$12,207.09",27001,OAK PARK,60304
0,707 S HARVEY AVE,"31,949","1,468",OAK PARK,2-05,"$319,490","1,219.10","3,125",16-17-118-024-0000,0.00,0.00,"10,320.29","11,539.39","$8,658.23","$8,701.76","$9,344.66","$10,480.19","$10,320.29",27001,OAK PARK,60304
0,709 S HARVEY AVE,"43,500","1,751",OAK PARK,2-05,"$435,000","1,219.10","4,687",16-17-118-025-0000,0.00,0.00,"14,492.30","15,711.40","$9,770.59","$11,435.89","$12,287.06","$13,764.01","$14,492.30",27001,OAK PARK,60304
0,715 S HARVEY AVE,"46,719","2,003",OAK PARK,2-05,"$467,190","1,219.10","4,687",16-17-118-026-0000,0.00,0.00,"15,654.95","16,874.05","$10,697.73","$12,407.65","$13,332.78","$14,931.31","$15,654.95",27001,OAK PARK,60304
0,717 S HARVEY AVE,"45,599","3,072",OAK PARK,2-11,"$455,990","1,219.10","7,031",16-17-118-027-0000,975.28,"13,152.75","1,122.43","16,469.55","$1,901.84","$1,912.89","$2,055.07","$2,183.42","$1,122.43",27001,OAK PARK,60304
0,721 S HARVEY AVE,"37,353","1,608",OAK PARK,2-11,"$373,530","1,219.10","7,031",16-17-118-028-0000,0.00,0.00,"12,272.19","13,491.29","$10,518.39","$8,902.80","$9,561.02","$10,070.41","$12,272.19",27001,OAK PARK,60304
0,725 S HARVEY AVE,"37,615","1,518",OAK PARK,2-05,"$376,150","1,219.10","4,687",16-17-118-029-0000,0.00,0.00,"12,366.79","13,585.89","$9,715.21","$9,925.58","$10,104.55","$11,328.17","$12,366.79",27001,OAK PARK,60304
0,729 S HARVEY AVE,"31,490","1,064",OAK PARK,2-05,"$314,900","1,219.10","4,687",16-17-118-030-0000,0.00,0.00,"10,154.49","11,373.59","$7,980.97","$8,194.05","$8,798.42","$9,870.41","$10,154.49",27001,OAK PARK,60304
0,735 S HARVEY AVE,"37,993","1,443",OAK PARK,2-05,"$379,930","1,219.10","3,125",16-17-118-032-0000,0.00,0.00,"12,503.33","13,722.43","$9,674.25","$10,209.12","$8,745.31","$9,811.25","$12,503.33",27001,OAK PARK,60304
0,737 S HARVEY AVE,"27,392","1,160",OAK PARK,2-05,"$273,920","1,219.10","3,125",16-17-118-033-0000,0.00,0.00,"8,674.38","9,893.48","$7,538.67","$7,627.82","$8,188.94","$9,190.27","$8,674.38",27001,OAK PARK,60304
