,address,assessedvalue,buildingsize,city,class,estimatedvalue,homeownerexemption,lotsize,pin,seniorcitizenexemption,seniorfreezeexemption,taxafterexemptions,taxbeforeexemptions,taxbill2014,taxbill2015,taxbill2016,taxbill2017,taxbill2018,taxcode,township,zip
0,300 S KENILWORTH AVE,"26,660",,OAK PARK,2-99,"$266,600","1,268.60","7,050",16-07-319-023-1003,0.00,0.00,"8,576.37","9,844.97","$6,980.69","$7,492.57","$8,413.07","$8,410.08","$8,576.37",27001,OAK PARK,60302
0,300 S KENILWORTH AVE,"26,660",,OAK PARK,2-99,"$266,600","1,268.60","7,050",16-07-319-023-1004,0.00,0.00,"8,576.37","9,844.97","$6,980.69","$7,492.57","$8,413.07","$8,410.08","$8,576.37",27001,OAK PARK,60302
0,331 S GROVE AVE,"51,092","2,664",OAK PARK,2-95,"$510,920","1,268.60","3,525",16-07-319-024-0000,"1,014.88",0.00,"16,583.65","18,867.13","$12,680.86","$13,612.79","$15,279.93","$16,259.14","$16,583.65",27001,OAK PARK,60302
0,329 S GROVE AVE,"51,092","2,664",OAK PARK,2-95,"$510,920","1,268.60","3,525",16-07-319-025-0000,0.00,0.00,"17,598.53","18,867.13","$13,295.66","$14,288.49","$15,997.83","$17,234.42","$17,598.53",27001,OAK PARK,60302
0,336 S KENILWORTH ST,"8,494",,OAK PARK,2-99,"$84,940","1,268.60","21,150",16-07-319-026-1001,0.00,0.00,"1,868.01","3,136.61","$2,035.85","$2,171.29","$2,474.03","$1,848.77","$1,868.01",27001,OAK PARK,60302
0,336 S KENILWORTH ST,"8,494",,OAK PARK,2-99,"$84,940","1,268.60","21,150",16-07-319-026-1002,0.00,0.00,"1,868.01","3,136.61","$2,035.85","$2,171.29","$2,474.03","$1,848.77","$1,868.01",27001,OAK PARK,60302
0,336 S KENILWORTH ST,"8,494",,OAK PARK,2-99,"$84,940","1,268.60","21,150",16-07-319-026-1003,0.00,0.00,"1,868.01","3,136.61","$2,035.85","$2,171.29","$2,474.03","$1,848.77","$1,868.01",27001,OAK PARK,60302
0,338 S KENILWORTH ST,"8,494",,OAK PARK,2-99,"$84,940","1,268.60","21,150",16-07-319-026-1004,0.00,0.00,"1,868.01","3,136.61","$2,035.85","$2,171.29","$2,474.03","$1,848.77","$1,868.01",27001,OAK PARK,60302
0,338 S KENILWORTH ST,"8,494",,OAK PARK,2-99,"$84,940","1,268.60","21,150",16-07-319-026-1005,0.00,0.00,"1,868.01","3,136.61","$2,035.85","$2,171.29","$2,474.03","$1,848.77","$1,868.01",27001,OAK PARK,60302
0,338 S KENILWORTH ST,"8,494",,OAK PARK,2-99,"$84,940",0.00,"21,150",16-07-319-026-1006,0.00,0.00,"3,136.61","3,136.61","$2,896.57","$3,117.27","$3,479.09","$3,067.87","$3,136.61",27001,OAK PARK,60302
0,340 S KENILWORTH ST,"8,494",,OAK PARK,2-99,"$84,940","1,268.60","21,150",16-07-319-026-1007,0.00,0.00,"1,868.01","3,136.61","$2,035.85","$2,171.29","$2,474.03","$1,848.77","$1,868.01",27001,OAK PARK,60302
0,340 S KENILWORTH ST,"8,494",,OAK PARK,2-99,"$84,940",0.00,"21,150",16-07-319-026-1008,0.00,0.00,"3,136.61","3,136.61","$2,035.85","$2,171.29","$2,474.03","$1,848.77","$3,136.61",27001,OAK PARK,60302
0,340 S KENILWORTH AVE,"8,494",,OAK PARK,2-99,"$84,940","1,268.60","21,150",16-07-319-026-1009,0.00,0.00,"1,868.01","3,136.61","$2,035.85","$2,171.29","$2,474.03","$3,067.87","$1,868.01",27001,OAK PARK,60302
0,842  WASHINGTON BLVD,"11,772",,OAK PARK,2-99,"$117,720","1,268.60","21,150",16-07-319-026-1010,0.00,0.00,"3,078.51","4,347.11","$3,154.17","$3,374.58","$3,817.07","$3,032.76","$3,078.51",27001,OAK PARK,60302
0,842  WASHINGTON BLVD,"11,772",,OAK PARK,2-99,"$117,720","1,268.60","21,150",16-07-319-026-1011,0.00,0.00,"3,078.51","4,347.11","$3,154.17","$3,374.58","$3,817.07","$3,032.76","$3,078.51",27001,OAK PARK,60302
0,842  WASHINGTON BLVD,"11,772",,OAK PARK,2-99,"$117,720",0.00,"21,150",16-07-319-026-1012,0.00,0.00,"4,347.11","4,347.11","$4,014.89","$4,320.56","$4,822.13","$4,251.86","$4,347.11",27001,OAK PARK,60302
0,842  WASHINGTON BLVD,"6,370",,OAK PARK,2-99,"$63,700",0.00,"21,150",16-07-319-026-1013,0.00,0.00,"2,352.24","2,352.24","$1,311.74","$1,391.94","$1,604.22","$1,081.59","$2,352.24",27001,OAK PARK,60302
0,844  WASHINGTON BLVD,"8,307",,OAK PARK,2-99,"$83,070",0.00,"21,150",16-07-319-026-1014,0.00,0.00,"3,067.60","3,067.60","$2,833.24","$3,049.03","$3,402.99","$3,000.33","$3,067.60",27001,OAK PARK,60302
0,844  WASHINGTON BLVD,"8,307",,OAK PARK,2-99,"$83,070",0.00,"21,150",16-07-319-026-1015,0.00,0.00,"3,067.60","3,067.60","$1,972.52","$3,049.03","$3,402.99","$3,000.33","$3,067.60",27001,OAK PARK,60302
0,844  WASHINGTON BLVD,"8,307",,OAK PARK,2-99,"$83,070","1,268.60","21,150",16-07-319-026-1016,0.00,0.00,"1,799.00","3,067.60","$1,972.52","$2,103.05","$2,397.93","$1,781.23","$1,799.00",27001,OAK PARK,60302
0,846  WASHINGTON BLVD,"7,637",,OAK PARK,2-99,"$76,370","1,268.60","21,150",16-07-319-026-1017,0.00,0.00,"1,551.62","2,820.22","$1,744.06","$1,857.09","$2,123.40","$1,539.24","$1,551.62",27001,OAK PARK,60302
0,846  WASHINGTON BLVD,"7,637",,OAK PARK,2-99,"$76,370","1,268.60","21,150",16-07-319-026-1018,0.00,0.00,"1,551.62","2,820.22","$1,744.06","$1,857.09","$2,123.40","$1,539.24","$1,551.62",27001,OAK PARK,60302
0,846  WASHINGTON BLVD,"7,637",,OAK PARK,2-99,"$76,370",0.00,"21,150",16-07-319-026-1019,0.00,0.00,"2,820.22","2,820.22","$2,604.78","$2,803.07","$3,128.46","$2,758.34","$2,820.22",27001,OAK PARK,60302
0,848  WASHINGTON BLVD,"8,307",,OAK PARK,2-99,"$83,070",0.00,"21,150",16-07-319-026-1020,0.00,0.00,"3,067.60","3,067.60","$1,972.52","$3,049.03","$3,402.99","$3,000.33","$3,067.60",27001,OAK PARK,60302
0,848  WASHINGTON BLVD,"8,307",,OAK PARK,2-99,"$83,070","1,268.60","21,150",16-07-319-026-1021,0.00,0.00,"1,799.00","3,067.60","$1,972.52","$2,103.05","$2,397.93","$1,781.23","$1,799.00",27001,OAK PARK,60302
0,848  WASHINGTON BLVD,"8,307",,OAK PARK,2-99,"$83,070","1,268.60","21,150",16-07-319-026-1022,0.00,0.00,"1,799.00","3,067.60","$1,972.52","$2,103.05","$2,397.93","$1,781.23","$1,799.00",27001,OAK PARK,60302
0,850  WASHINGTON BLVD,"8,307",,OAK PARK,2-99,"$83,070","1,268.60","21,150",16-07-319-026-1023,0.00,0.00,"1,799.00","3,067.60","$1,972.52","$2,103.05","$2,397.93","$1,781.23","$1,799.00",27001,OAK PARK,60302
0,850  WASHINGTON BLVD,"8,307",,OAK PARK,2-99,"$83,070","1,268.60","21,150",16-07-319-026-1024,0.00,0.00,"1,799.00","3,067.60","$1,972.52","$2,103.05","$2,397.93","$1,781.23","$1,799.00",27001,OAK PARK,60302
0,850  WASHINGTON BLVD,"8,307",,OAK PARK,2-99,"$83,070","1,268.60","21,150",16-07-319-026-1025,0.00,0.00,"1,799.00","3,067.60","$1,972.52","$2,103.05","$2,397.93","$1,781.23","$1,799.00",27001,OAK PARK,60302
0,852  WASHINGTON BLVD,"7,637",,OAK PARK,2-99,"$76,370",0.00,"21,150",16-07-319-026-1026,0.00,0.00,"2,820.22","2,820.22","$2,604.78","$2,803.07","$3,128.46","$2,758.34","$2,820.22",27001,OAK PARK,60302
0,852  WASHINGTON BLVD,"7,637",,OAK PARK,2-99,"$76,370","1,268.60","21,150",16-07-319-026-1027,0.00,0.00,"1,551.62","2,820.22","$1,744.06","$1,857.09","$2,123.40","$1,539.24","$1,551.62",27001,OAK PARK,60302
0,852  WASHINGTON BLVD,"7,637",,OAK PARK,2-99,"$76,370","1,268.60","21,150",16-07-319-026-1028,0.00,0.00,"1,551.62","2,820.22","$1,744.06","$1,857.09","$2,123.40","$1,539.24","$1,551.62",27001,OAK PARK,60302
0,854  WASHINGTON BLVD,"8,307",,OAK PARK,2-99,"$83,070","1,268.60","21,150",16-07-319-026-1029,0.00,0.00,"1,799.00","3,067.60","$1,972.52","$2,103.05","$2,397.93","$1,781.23","$1,799.00",27001,OAK PARK,60302
0,854  WASHINGTON BLVD,"8,307",,OAK PARK,2-99,"$83,070","1,268.60","21,150",16-07-319-026-1030,0.00,0.00,"1,799.00","3,067.60","$1,972.52","$2,103.05","$2,397.93","$1,781.23","$1,799.00",27001,OAK PARK,60302
0,854  WASHINGTON BLVD,"8,307",,OAK PARK,2-99,"$83,070","1,268.60","21,150",16-07-319-026-1031,0.00,0.00,"1,545.28","3,067.60","$1,972.52","$2,103.05","$2,110.77","$1,537.41","$1,545.28",27001,OAK PARK,60302
0,856  WASHINGTON BLVD,"11,772",,OAK PARK,2-99,"$117,720","1,268.60","21,150",16-07-319-026-1032,0.00,0.00,"3,078.51","4,347.11","$3,154.17","$3,374.58","$3,817.07","$3,032.76","$3,078.51",27001,OAK PARK,60302
0,856  WASHINGTON BLVD,"11,772",,OAK PARK,2-99,"$117,720","1,268.60","21,150",16-07-319-026-1033,0.00,0.00,"3,078.51","4,347.11","$3,154.17","$3,374.58","$3,817.07","$3,032.76","$3,078.51",27001,OAK PARK,60302
0,856  WASHINGTON BLVD,"11,772",,OAK PARK,2-99,"$117,720","1,268.60","21,150",16-07-319-026-1034,0.00,0.00,"3,078.51","4,347.11","$3,154.17","$3,374.58","$3,817.07","$3,032.76","$3,078.51",27001,OAK PARK,60302
0,856  WASHINGTON BLVD,"6,370",,OAK PARK,2-99,"$63,700","1,268.60","21,150",16-07-319-026-1035,0.00,0.00,"1,083.64","2,352.24","$1,311.74","$1,391.94","$1,604.22","$1,081.59","$1,083.64",27001,OAK PARK,60302
0,858  WASHINGTON BLVD,"8,494",,OAK PARK,2-99,"$84,940","1,268.60","21,150",16-07-319-026-1036,0.00,0.00,"1,868.01","3,136.61","$2,035.85","$2,171.29","$2,474.03","$1,848.77","$1,868.01",27001,OAK PARK,60302
0,858  WASHINGTON BLVD,"8,494",,OAK PARK,2-99,"$84,940","1,268.60","21,150",16-07-319-026-1037,0.00,0.00,"1,868.01","3,136.61","$2,035.85","$2,171.29","$2,474.03","$1,848.77","$1,868.01",27001,OAK PARK,60302
0,856  WASHINGTON BLVD,"8,494",,OAK PARK,2-99,"$84,940","1,268.60","21,150",16-07-319-026-1038,0.00,0.00,"1,868.01","3,136.61","$2,035.85","$2,171.29","$2,474.03","$1,848.77","$1,868.01",27001,OAK PARK,60302
0,858  WASHINGTON BLVD,"11,772",,OAK PARK,2-99,"$117,720","1,268.60","21,150",16-07-319-026-1039,0.00,0.00,"3,078.51","4,347.11","$3,154.17","$3,374.58","$3,817.07","$3,032.76","$3,078.51",27001,OAK PARK,60302
0,858  WASHINGTON BLVD,"11,772",,OAK PARK,2-99,"$117,720",0.00,"21,150",16-07-319-026-1040,0.00,0.00,"4,347.11","4,347.11","$4,014.89","$4,320.56","$4,822.13","$4,251.86","$4,347.11",27001,OAK PARK,60302
0,858  WASHINGTON BLVD,"11,772",,OAK PARK,2-99,"$117,720","1,268.60","21,150",16-07-319-026-1041,0.00,0.00,"3,078.51","4,347.11","$3,154.17","$3,374.58","$3,817.07","$3,032.76","$3,078.51",27001,OAK PARK,60302
0,858  WASHINGTON BLVD,"6,407",,OAK PARK,2-99,"$64,070",0.00,"21,150",16-07-319-026-1042,0.00,0.00,"2,365.94","2,365.94","$2,185.25","$2,351.57","$2,099.28","$2,314.10","$2,365.94",27001,OAK PARK,60302
0,300 S GROVE AVE,0,,OAK PARK,0,,,0,16-07-320-001-0000,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,27001,OAK PARK,60302
0,304 S GROVE AVE,"50,461","2,414",OAK PARK,2-06,"$504,610","1,268.60","7,050",16-07-320-002-0000,"1,014.88","11,931.44","4,419.17","18,634.08","$5,021.07","$5,518.44","$5,863.09","$4,246.73","$4,419.17",27001,OAK PARK,60302
0,308 S GROVE AVE,"56,994","3,276",OAK PARK,2-11,"$569,940","1,268.60","7,050",16-07-320-003-0000,0.00,0.00,"19,777.98","21,046.58","$15,479.19","$16,638.30","$15,317.26","$19,366.13","$19,777.98",27001,OAK PARK,60302
0,312 S GROVE AVE,"54,707","3,021",OAK PARK,2-06,"$547,070","1,268.60","7,050",16-07-320-004-0000,0.00,0.00,"18,933.47","20,202.07","$16,367.57","$17,594.28","$19,687.40","$18,540.07","$18,933.47",27001,OAK PARK,60302
0,316 S GROVE AVE,"39,172","2,994",OAK PARK,2-11,"$391,720","1,268.60","7,050",16-07-320-005-0000,0.00,0.00,"13,196.74","14,465.34","$13,390.34","$15,051.89","$14,129.56","$16,444.93","$13,196.74",27001,OAK PARK,60302
0,320 S GROVE AVE,"53,112","2,970",OAK PARK,2-06,"$531,120","1,268.60","7,050",16-07-320-006-0000,0.00,0.00,"19,105.88","20,374.48","$16,317.28","$17,540.23","$19,627.10","$18,708.80","$19,105.88",27001,OAK PARK,60302
0,324 S GROVE AVE,"49,271","2,618",OAK PARK,2-06,"$492,710","1,268.60","7,050",16-07-320-007-0000,0.00,0.00,"18,800.91","20,069.51","$17,086.03","$18,367.42","$20,550.32","$18,410.48","$18,800.91",27001,OAK PARK,60302
0,328 S GROVE AVE,"52,224","2,788",OAK PARK,2-06,"$522,240","1,268.60","7,050",16-07-320-008-0000,0.00,0.00,"18,016.53","19,285.13","$13,571.71","$14,605.12","$16,300.64","$17,643.30","$18,016.53",27001,OAK PARK,60302
0,332 S GROVE AVE,"46,468","2,406",OAK PARK,2-06,"$464,680","1,268.60","7,050",16-07-320-009-0000,"1,014.88",0.00,"14,876.11","17,159.59","$13,523.02","$14,519.04","$16,291.45","$14,589.09","$14,876.11",27001,OAK PARK,60302
0,334 S GROVE AVE,"54,257","3,569",OAK PARK,2-06,"$542,570","1,268.60","10,575",16-07-320-010-0000,0.00,0.00,"21,333.41","22,602.01","$16,706.21","$18,620.26","$20,832.45","$20,887.45","$18,767.29",27001,OAK PARK,60302
0,301 S OAK PARK AVE,0,,OAK PARK,0,,,0,16-07-320-012-0000,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,27001,OAK PARK,60302
0,305 S OAK PARK AVE,"287,270",,OAK PARK,3-15,,0.00,"21,150",16-07-320-013-0000,0.00,0.00,"92,816.23","92,816.23","$82,596.54","$88,886.31","$94,092.57","$73,843.45","$92,816.23",27001,OAK PARK,60302
0,317 S OAK PARK AVE,"143,574",,OAK PARK,3-91,,0.00,"7,050",16-07-320-014-0000,0.00,0.00,"53,018.60","53,018.60","$48,685.77","$52,393.24","$58,475.25","$51,856.49","$53,018.60",27001,OAK PARK,60302
0,321 S OAK PARK AVE,"40,688","3,042",OAK PARK,2-11,"$406,880","1,268.60","7,050",16-07-320-015-0000,"1,014.88",0.00,"12,741.69","15,025.17","$12,022.41","$12,904.11","$13,152.79","$13,974.30","$12,741.69",27001,OAK PARK,60302
0,325 S OAK PARK AVE,"58,931","4,572",OAK PARK,2-11,"$589,310","1,268.60","4,935",16-07-320-016-0000,0.00,0.00,"20,493.22","21,761.82","$17,057.87","$18,337.15","$20,516.58","$20,065.78","$20,493.22",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"6,769",,OAK PARK,2-99,"$67,690",0.00,"21,150",16-07-320-023-1001,0.00,0.00,"2,499.65","2,499.65","$1,480.44","$1,593.17","$1,778.24","$2,444.91","$2,499.65",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"16,471",,OAK PARK,2-99,"$164,710",0.00,"21,150",16-07-320-023-1002,0.00,0.00,"6,082.30","6,082.30","$3,601.99","$3,876.36","$4,326.35","$5,949.09","$6,082.30",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"16,638",,OAK PARK,2-99,"$166,380","1,268.60","21,150",16-07-320-023-1003,0.00,0.00,"4,875.48","6,144.08","$2,162.99","$2,294.00","$2,437.27","$4,790.21","$4,875.48",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"16,811",,OAK PARK,2-99,"$168,110","1,268.60","21,150",16-07-320-023-1004,"1,014.88",0.00,"3,924.41","6,207.89","$2,200.86","$2,334.68","$2,692.70","$3,877.47","$3,924.41",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"11,754",,OAK PARK,2-99,"$117,540","1,268.60","21,150",16-07-320-023-1005,"1,014.88","1,744.07",312.96,"4,340.51","$1,094.71","$1,144.23","$1,215.69",$300.75,$312.96,27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"12,183",,OAK PARK,2-99,"$121,830","1,268.60","21,150",16-07-320-023-1006,"1,014.88",0.00,"2,215.36","4,498.84","$1,803.33","$1,921.02","$1,476.72","$2,205.96","$2,215.36",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"12,096",,OAK PARK,2-99,"$120,960",0.00,"21,150",16-07-320-023-1007,0.00,0.00,"4,466.74","4,466.74","$2,645.36","$2,846.72","$3,177.14","$4,368.89","$4,466.74",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"12,183",,OAK PARK,2-99,"$121,830",0.00,"21,150",16-07-320-023-1008,0.00,0.00,"4,498.84","4,498.84","$1,803.33","$2,867.00","$3,199.68","$4,400.34","$4,498.84",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"12,353",,OAK PARK,2-99,"$123,530","1,268.60","21,150",16-07-320-023-1009,0.00,0.00,"3,293.03","4,561.63","$1,840.83","$1,961.29","$2,239.70","$3,242.56","$3,293.03",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"12,527",,OAK PARK,2-99,"$125,270","1,268.60","21,150",16-07-320-023-1010,0.00,0.00,"3,357.35","4,625.95","$1,878.71","$2,002.10","$2,285.22","$3,305.47","$3,357.35",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"9,984",,OAK PARK,2-99,"$99,840",0.00,"21,150",16-07-320-023-1011,0.00,0.00,"3,686.81","3,686.81","$1,322.43","$2,349.41","$2,622.20","$3,606.10","$3,686.81",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"10,153",,OAK PARK,2-99,"$101,530","1,268.60","21,150",16-07-320-023-1012,0.00,0.00,"2,480.62","3,749.22","$1,359.32","$1,443.16","$1,661.36","$2,447.95","$2,480.62",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"10,323",,OAK PARK,2-99,"$103,230",0.00,"21,150",16-07-320-023-1013,0.00,0.00,"3,812.02","3,812.02","$1,396.83","$1,483.57","$1,706.45","$3,728.50","$3,812.02",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"10,682",,OAK PARK,2-99,"$106,820","1,268.60","21,150",16-07-320-023-1014,0.00,0.00,"2,675.98","3,944.58","$2,335.99","$1,567.89","$1,800.64","$2,639.11","$2,675.98",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"10,856",,OAK PARK,2-99,"$108,560","1,268.60","21,150",16-07-320-023-1015,0.00,0.00,"2,740.30","4,008.90","$1,513.15","$1,608.71","$1,846.15","$2,701.89","$2,740.30",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"11,025",,OAK PARK,2-99,"$110,250","1,268.60","21,150",16-07-320-023-1016,"1,014.88",0.00,"1,787.84","4,071.32",$935.60,$973.01,"$1,172.91","$1,787.69","$1,787.84",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"10,041",,OAK PARK,2-99,"$100,410",0.00,"21,150",16-07-320-023-1017,0.00,0.00,"3,707.86","3,707.86",$223.05,$245.14,$260.45,$0.00,"$3,707.86",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"10,210",,OAK PARK,2-99,"$102,100",0.00,"21,150",16-07-320-023-1018,0.00,0.00,"3,770.28","3,770.28","$1,372.11","$1,456.81","$2,681.79","$3,687.66","$3,770.28",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"10,384",,OAK PARK,2-99,"$103,840","1,268.60","21,150",16-07-320-023-1019,0.00,0.00,"2,566.00","3,834.60","$1,409.98","$1,497.62","$1,722.10","$2,531.46","$2,566.00",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"16,038",,OAK PARK,2-99,"$160,380","1,268.60","21,150",16-07-320-023-1020,0.00,0.00,"4,653.86","5,922.46","$2,646.47","$2,828.35","$3,207.29","$4,573.58","$4,653.86",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"16,211",,OAK PARK,2-99,"$162,110","1,268.60","21,150",16-07-320-023-1021,"1,014.88",0.00,"3,702.92","5,986.40","$2,069.91","$2,193.73","$2,535.34","$3,660.71","$3,702.92",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"16,382",,OAK PARK,2-99,"$163,820","1,268.60","21,150",16-07-320-023-1022,"1,014.88","2,852.32",913.65,"6,049.45","$1,623.32","$1,784.12","$1,895.54",$878.00,$913.65,27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"15,952",,OAK PARK,2-99,"$159,520","1,268.60","21,150",16-07-320-023-1023,"1,014.88",0.00,"3,607.26","5,890.74","$2,012.86","$2,132.37","$2,466.85","$3,567.21","$3,607.26",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"16,125",,OAK PARK,2-99,"$161,250","1,268.60","21,150",16-07-320-023-1024,0.00,0.00,"4,685.95","5,954.55","$2,665.53","$2,848.89","$3,230.26","$4,605.03","$4,685.95",27001,OAK PARK,60302
0,800  WASHINGTON BLVD,"16,295",,OAK PARK,2-99,"$162,950","1,268.60","21,150",16-07-320-023-1025,"1,014.88",0.00,"3,733.87","6,017.35","$2,702.78","$2,213.19","$2,557.02","$3,691.07","$3,733.87",27001,OAK PARK,60302
0,333 S OAK PARK AVE,"21,870",,OAK PARK,2-99,"$218,700",0.00,"7,050",16-07-320-024-1001,0.00,0.00,"8,076.03","8,076.03","$7,257.35","$6,932.55","$7,737.38","$7,899.04","$8,076.03",27001,OAK PARK,60302
0,333 S OAK PARK AVE,"25,559",,OAK PARK,2-99,"$255,590",0.00,"7,050",16-07-320-024-1002,0.00,0.00,"9,438.38","9,438.38","$7,209.02","$7,757.98","$8,658.59","$9,231.51","$9,438.38",27001,OAK PARK,60302
0,333 S OAK PARK AVE,"22,495",,OAK PARK,2-99,"$224,950","1,268.60","7,050",16-07-320-024-1003,"1,014.88",0.00,"6,023.44","8,306.92","$6,604.43","$6,184.95","$6,235.68","$5,930.43","$6,023.44",27001,OAK PARK,60302
0,333 S OAK PARK AVE,"26,168",,OAK PARK,2-99,"$261,680","1,268.60","7,050",16-07-320-024-1004,0.00,0.00,"8,394.58","9,663.18","$7,823.08","$7,349.05","$8,252.83","$8,232.34","$8,394.58",27001,OAK PARK,60302
0,333 S OAK PARK AVE,"25,559",,OAK PARK,2-99,"$255,590","1,268.60","7,050",16-07-320-024-1005,0.00,0.00,"8,169.78","9,438.38","$7,005.89","$8,101.78","$9,042.24","$8,012.41","$8,169.78",27001,OAK PARK,60302
0,333 S OAK PARK AVE,"29,231",,OAK PARK,2-99,"$292,310","1,268.60","7,050",16-07-320-024-1006,"1,014.88",253.72,"8,257.19","10,794.39","$9,700.19","$8,320.16","$9,336.72","$9,338.67","$8,257.19",27001,OAK PARK,60302
0,333 S OAK PARK AVE,"6,916",,OAK PARK,2-99,"$69,160","1,268.60","7,050",16-07-320-024-1007,0.00,0.00,"1,285.35","2,553.95","$1,434.45","$1,246.26","$1,441.69","$1,278.84","$1,285.35",27001,OAK PARK,60302
0,333 S OAK PARK AVE,"4,034",,OAK PARK,2-99,"$40,340",0.00,"7,050",16-07-320-024-1008,0.00,0.00,"1,489.72","1,489.72","$1,338.42","$1,278.83","$1,427.19","$1,457.07","$1,489.72",27001,OAK PARK,60302
0,333 S OAK PARK AVE,569,,OAK PARK,2-99,"$5,690",0.00,"7,050",16-07-320-024-1009,0.00,0.00,210.08,210.08,$188.62,$202.98,$226.57,$205.54,$210.08,27001,OAK PARK,60302
0,333 S OAK PARK AVE,569,,OAK PARK,2-99,"$5,690",0.00,"7,050",16-07-320-024-1010,0.00,0.00,210.08,210.08,$188.62,$202.98,$226.57,$205.54,$210.08,27001,OAK PARK,60302
0,333 S OAK PARK AVE,569,,OAK PARK,2-99,"$5,690",0.00,"7,050",16-07-320-024-1011,0.00,0.00,210.08,210.08,$188.62,$202.98,$226.57,$205.54,$210.08,27001,OAK PARK,60302
0,333 S OAK PARK AVE,569,,OAK PARK,2-99,"$5,690",0.00,"7,050",16-07-320-024-1012,0.00,0.00,210.08,210.08,$188.62,$202.98,$226.57,$205.54,$210.08,27001,OAK PARK,60302
0,333 S OAK PARK AVE,569,,OAK PARK,2-99,"$5,690",0.00,"7,050",16-07-320-024-1013,0.00,0.00,210.08,210.08,$188.62,$202.98,$226.57,$205.54,$210.08,27001,OAK PARK,60302
0,329 S OAK PARK AVE,"20,860",,OAK PARK,2-99,"$208,600","1,268.60","9,165",16-07-320-025-1001,0.00,0.00,"6,434.47","7,703.07","$6,481.71","$6,955.66","$7,813.77","$6,315.18","$6,434.47",27001,OAK PARK,60302
0,329 N OAK PARK AVE,"20,860",,OAK PARK,2-99,"$208,600","1,268.60","9,165",16-07-320-025-1002,0.00,0.00,"6,434.47","7,703.07","$5,866.91","$6,279.96","$7,095.87","$6,315.18","$6,434.47",27001,OAK PARK,60302
0,329 S OAK PARK AVE,"20,860",,OAK PARK,2-99,"$208,600",0.00,"9,165",16-07-320-025-1003,0.00,0.00,"7,703.07","7,703.07","$6,481.71","$6,955.66","$7,813.77","$6,315.18","$7,703.07",27001,OAK PARK,60302
0,329 S OAK PARK AVE,"21,117",,OAK PARK,2-99,"$211,170","1,268.60","9,165",16-07-320-025-1004,0.00,0.00,"6,529.36","7,797.96","$6,572.58","$7,053.36","$7,922.89","$6,407.96","$6,529.36",27001,OAK PARK,60302
0,329 S OAK PARK AVE,"22,533",,OAK PARK,2-99,"$225,330","1,268.60","9,165",16-07-320-025-1005,"1,014.88",307.64,"5,729.76","8,320.87","$5,841.95","$6,914.57","$7,346.41","$5,506.19","$5,729.76",27001,OAK PARK,60302
0,329 S OAK PARK AVE,"22,533",,OAK PARK,2-99,"$225,330",0.00,"9,165",16-07-320-025-1006,0.00,0.00,"8,320.87","8,320.87","$7,932.27","$8,536.25","$9,527.25","$8,138.59","$8,320.87",27001,OAK PARK,60302
0,814  WASHINGTON BLVD,"14,552",,OAK PARK,2-99,"$145,520","1,268.60","10,685",16-07-320-026-1001,0.00,0.00,"4,105.06","5,373.66","$3,855.16","$4,129.07","$4,659.03","$4,036.81","$4,105.06",27001,OAK PARK,60302
0,814  WASHINGTON BLVD,"16,119",,OAK PARK,2-99,"$161,190","1,268.60","10,685",16-07-320-026-1002,0.00,0.00,"4,683.80","5,952.40","$3,892.67","$4,169.47","$4,704.11","$4,602.83","$4,683.80",27001,OAK PARK,60302
0,814  WASHINGTON BLVD,"16,247",,OAK PARK,2-99,"$162,470",0.00,"10,685",16-07-320-026-1003,0.00,0.00,"5,999.59","5,999.59","$3,930.29","$5,155.86","$5,754.26","$5,868.14","$5,999.59",27001,OAK PARK,60302
0,816  WASHINGTON BLVD,"10,958",,OAK PARK,2-99,"$109,580","1,268.60","10,685",16-07-320-026-1004,0.00,0.00,"2,777.98","4,046.58","$2,370.67","$2,531.44","$2,876.05","$2,738.71","$2,777.98",27001,OAK PARK,60302
