,pin,address,city,township,classification,landsqft,neighborhood,taxcode,landassessedvalue,buildingassessedvalue,combinedassessedvalue,landassessedvaluepreviousyear,buildingassessedvaluepreviousyear,combinedassessedvaluepreviousyear,marketvalue,marketvaluepreviousyear,description,residencetype,use,exteriorconstruction,fullbaths,halfbaths,basement,attic,centralair,fireplaces,garage,age,buildingsqft,assessmentpass,exemption1year,exemption1owner,exemption1senior,exemption1seniorfreeze,exemption2year,exemption2owner,exemption2senior,exemption2seniorfreeze,exemption3year,exemption3owner,exemption3senior,exemption3seniorfreeze,exemption4year,exemption4owner,exemption4senior,exemption4seniorfreeze
0,16-07-322-061-1045,417 P10B  WISCONSIN AVE,OAK PARK,Oak Park,299,"17,340",40,27001,$41,$636,$677,$41,$635,$676,"$6,770","$6,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,94,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-322-061-1046,417 P11A  WISCONSIN AVE,OAK PARK,Oak Park,299,"17,340",40,27001,$41,$636,$677,$41,$635,$676,"$6,770","$6,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,94,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-322-061-1047,417 P11B  WISCONSIN AVE,OAK PARK,Oak Park,299,"17,340",40,27001,$41,$636,$677,$41,$635,$676,"$6,770","$6,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,94,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-322-061-1048,423 P12A  WISCONSIN AVE,OAK PARK,Oak Park,299,"17,340",40,27001,$41,$636,$677,$41,$635,$676,"$6,770","$6,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,94,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-322-061-1049,417 P12B  WISCONSIN AVE,OAK PARK,Oak Park,299,"17,340",40,27001,$41,$636,$677,$41,$635,$676,"$6,770","$6,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,94,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-322-062-1001,426 1S S MAPLE AVE,OAK PARK,Oak Park,299,"8,547",40,27001,"$1,428","$11,292","$12,720","$1,427","$11,292","$12,719","$127,200","$127,190",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,99,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-322-062-1002,426 1N S MAPLE AVE,OAK PARK,Oak Park,299,"8,547",40,27001,"$1,438","$11,369","$12,807","$1,437","$11,368","$12,805","$128,070","$128,050",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,99,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-322-062-1003,426 1GN S MAPLE AVE,OAK PARK,Oak Park,299,"8,547",40,27001,$303,"$2,396","$2,699",$302,"$2,395","$2,697","$26,990","$26,970",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,99,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-322-062-1004,426 2S S MAPLE AVE,OAK PARK,Oak Park,299,"8,547",40,27001,"$1,563","$12,357","$13,920","$1,562","$12,357","$13,919","$139,200","$139,190",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,99,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-322-062-1005,426 2N S MAPLE AVE,OAK PARK,Oak Park,299,"8,547",40,27001,"$1,399","$11,066","$12,465","$1,399","$11,065","$12,464","$124,650","$124,640",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,99,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-322-062-1006,426 3S S MAPLE AVE,OAK PARK,Oak Park,299,"8,547",40,27001,"$1,611","$12,738","$14,349","$1,610","$12,737","$14,347","$143,490","$143,470",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,99,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-322-062-1007,424 3N S MAPLE AVE,OAK PARK,Oak Park,299,"8,547",40,27001,"$1,495","$11,824","$13,319","$1,495","$11,824","$13,319","$133,190","$133,190",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,99,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-322-062-1008,424 G1 S MAPLE AVE,OAK PARK,Oak Park,299,"8,547",40,27001,$76,$601,$677,$75,$600,$675,"$6,770","$6,750",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,99,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-322-062-1009,424 G2 S MAPLE AVE,OAK PARK,Oak Park,299,"8,547",40,27001,$76,$601,$677,$75,$600,$675,"$6,770","$6,750",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,99,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-322-062-1010,424 G3 S MAPLE AVE,OAK PARK,Oak Park,299,"8,547",40,27001,$76,$601,$677,$75,$600,$675,"$6,770","$6,750",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,99,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-322-062-1011,424 G4 S MAPLE AVE,OAK PARK,Oak Park,299,"8,547",40,27001,$76,$601,$677,$75,$600,$675,"$6,770","$6,750",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,99,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,Yes,N/A,N/A,2018,Yes,N/A,N/A,2017,Yes,N/A,N/A
0,16-07-322-062-1012,426 P1 S MAPLE AVE,OAK PARK,Oak Park,299,"8,547",40,27001,$76,$601,$677,$75,$600,$675,"$6,770","$6,750",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,99,**,Assessor Valuation,2019,Yes,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-001-0000,1035  WASHINGTON BLVD,OAK PARK,Oak Park,315,"13,350",40,27001,"$33,375","$186,408","$219,783","$33,375","$186,407","$219,782","$2,197,830","$2,197,820","Two or three story non-fireproof corridor apartments,or california type apartments, interior entrance",**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-07-323-004-0000,416  WISCONSIN AVE,OAK PARK,Oak Park,206,"8,900",40,27001,"$10,013","$38,442","$48,455","$10,013","$38,442","$48,455","$484,550","$484,550","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,2,0,Full and Unfinished,Full and Unfinished,Yes,0,2.5 car detached,122,"2,208",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A
0,16-07-323-005-0000,420  WISCONSIN AVE,OAK PARK,Oak Park,206,"8,900",40,27001,"$10,013","$41,959","$51,972","$10,013","$41,959","$51,972","$519,720","$519,720","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,3,0,Full and Unfinished,None,No,1,2 car detached,132,"2,868",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-008-0000,432  WISCONSIN AVE,OAK PARK,Oak Park,205,"7,120",40,27001,"$8,010","$28,411","$36,421","$8,010","$28,410","$36,420","$364,210","$364,200","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Masonry,1,0,Full and Unfinished,Full and Unfinished,No,0,2 car detached,110,"1,650",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-025-0000,1013  WASHINGTON BLVD,OAK PARK,Oak Park,205,"1,925",40,27001,"$3,080","$24,108","$27,188","$3,080","$24,107","$27,187","$271,880","$271,870","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,1,0,Full and Unfinished,Partial and Unfinished,Yes,0,None,132,"1,320",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-033-0000,429  HOME AVE,OAK PARK,Oak Park,205,"5,932",40,27001,"$6,674","$35,320","$41,994","$6,673","$35,320","$41,993","$419,940","$419,930","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Stucco,1,1,Full and Unfinished,Full and Unfinished,No,0,2 car detached,102,"1,950",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-034-0000,431  HOME AVE,OAK PARK,Oak Park,205,"5,932",40,27001,"$6,674","$33,909","$40,583","$6,673","$33,908","$40,581","$405,830","$405,810","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Stucco,2,0,Full and Unfinished,Partial and Unfinished,No,0,2 car detached,102,"2,056",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-035-0000,435  HOME AVE,OAK PARK,Oak Park,205,"5,932",40,27001,"$6,674","$25,518","$32,192","$6,674","$25,518","$32,192","$321,920","$321,920","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Stucco,1,0,Full and Unfinished,Partial and Unfinished,No,0,2 car detached,102,"1,424",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-037-0000,1006  MADISON ST,OAK PARK,Oak Park,0,0,40,27001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Exempt,**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-07-323-038-0000,1000  MADISON ST,OAK PARK,Oak Park,212,"5,952",40,27001,"$6,696","$43,869","$50,565","$6,696","$43,869","$50,565","$505,650","$505,650","Two to six apartments, up to 62 years",Two Story,Multi Family,3,Masonry,3,1,Partial and Unfinished,None,Yes,0,None,99,"5,084",2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-043-1001,425 1A  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$826,"$12,963","$13,789",$826,"$12,963","$13,789","$137,890","$137,890",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56","Yes | $1,114.66",2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $1,066.51",2017,"Yes | $1,219.10",Yes | $975.28,"Yes | $1,105.35"
0,16-07-323-043-1002,425 1B  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$826,"$12,963","$13,789",$826,"$12,963","$13,789","$137,890","$137,890",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-07-323-043-1003,425 1C  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$826,"$12,963","$13,789",$826,"$12,963","$13,789","$137,890","$137,890",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-043-1004,425 1D  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$747,"$11,727","$12,474",$747,"$11,727","$12,474","$124,740","$124,740",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-043-1005,425 1E  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$747,"$11,727","$12,474",$747,"$11,727","$12,474","$124,740","$124,740",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-043-1006,425 1F  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$590,"$9,259","$9,849",$590,"$9,259","$9,849","$98,490","$98,490",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-043-1007,425 1G  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$590,"$9,259","$9,849",$590,"$9,259","$9,849","$98,490","$98,490",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-043-1008,425 1H  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$773,"$12,137","$12,910",$773,"$12,136","$12,909","$129,100","$129,090",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-043-1009,425 1K  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$773,"$12,137","$12,910",$773,"$12,136","$12,909","$129,100","$129,090",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56","Yes | $1,934.86",2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $1,857.86",2017,"Yes | $1,219.10",Yes | $975.28,"Yes | $1,860.71"
0,16-07-323-043-1010,425 1J  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$734,"$11,521","$12,255",$734,"$11,520","$12,254","$122,550","$122,540",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56",Yes | $821.39,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-043-1011,425 2A  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$839,"$13,166","$14,005",$839,"$13,166","$14,005","$140,050","$140,050",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,N/A,N/A,N/A,2017,"Yes | $1,219.10",Yes | $975.28,Yes | $943.33
0,16-07-323-043-1012,425 2B  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$839,"$13,166","$14,005",$839,"$13,166","$14,005","$140,050","$140,050",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56","Yes | $1,537.00",2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $1,473.60",2017,"Yes | $1,219.10",Yes | $975.28,"Yes | $1,497.78"
0,16-07-323-043-1013,425 2C  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$839,"$13,166","$14,005",$839,"$13,166","$14,005","$140,050","$140,050",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-043-1014,425 2D  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$761,"$11,934","$12,695",$760,"$11,933","$12,693","$126,950","$126,930",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,N/A,N/A,N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-07-323-043-1015,425 2E  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$761,"$11,934","$12,695",$760,"$11,933","$12,693","$126,950","$126,930",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-043-1016,425 2F  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$603,"$9,466","$10,069",$603,"$9,465","$10,068","$100,690","$100,680",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-043-1017,425 2G  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$603,"$9,466","$10,069",$603,"$9,465","$10,068","$100,690","$100,680",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,Yes | $678.55
0,16-07-323-043-1018,425 2H  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$787,"$12,343","$13,130",$786,"$12,343","$13,129","$131,300","$131,290",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56","Yes | $1,441.08",2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $1,381.63",2017,"Yes | $1,219.10",Yes | $975.28,"Yes | $1,404.28"
0,16-07-323-043-1019,425 2K  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$787,"$12,343","$13,130",$786,"$12,343","$13,129","$131,300","$131,290",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-043-1020,425 2J  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$747,"$11,727","$12,474",$747,"$11,727","$12,474","$124,740","$124,740",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",Yes | $253.72,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-07-323-043-1021,425 3A  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$852,"$13,373","$14,225",$852,"$13,372","$14,224","$142,250","$142,240",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-043-1022,425 3B  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$852,"$13,373","$14,225",$852,"$13,372","$14,224","$142,250","$142,240",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56",Yes | $263.14,2018,"Yes | $1,268.60","Yes | $1,014.88",Yes | $253.72,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-07-323-043-1023,425 3C  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$852,"$13,373","$14,225",$852,"$13,372","$14,224","$142,250","$142,240",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-043-1024,425 3D  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$773,"$12,137","$12,910",$773,"$12,136","$12,909","$129,100","$129,090",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-043-1025,425 3E  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$773,"$12,137","$12,910",$773,"$12,136","$12,909","$129,100","$129,090",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-043-1026,425 3F  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$616,"$9,669","$10,285",$616,"$9,668","$10,284","$102,850","$102,840",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-07-323-043-1027,425 3G  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$616,"$9,669","$10,285",$616,"$9,668","$10,284","$102,850","$102,840",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56",Yes | $830.86,2018,"Yes | $1,268.60","Yes | $1,014.88",Yes | $794.90,2017,"Yes | $1,219.10",Yes | $975.28,Yes | $823.98
0,16-07-323-043-1028,425 3H  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$800,"$12,550","$13,350",$799,"$12,549","$13,348","$133,500","$133,480",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-043-1029,425 3K  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$800,"$12,550","$13,350",$799,"$12,549","$13,348","$133,500","$133,480",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-043-1030,425 3J  HOME AVE,OAK PARK,Oak Park,299,"26,700",40,27001,$760,"$11,930","$12,690",$760,"$11,930","$12,690","$126,900","$126,900",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,52,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A
0,16-07-323-045-1001,1005 1A  WASHINGTON BLVD,OAK PARK,Oak Park,299,"7,000",40,27001,"$1,225","$16,435","$17,660","$1,224","$16,435","$17,659","$176,600","$176,590",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,49,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56","Yes | $3,485.81",2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $3,349.61",2017,"Yes | $1,219.10",Yes | $975.28,"Yes | $3,330.45"
0,16-07-323-045-1002,1005 1B  WASHINGTON BLVD,OAK PARK,Oak Park,299,"7,000",40,27001,"$1,225","$16,445","$17,670","$1,225","$16,445","$17,670","$176,700","$176,700",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,49,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-045-1003,1005 2A  WASHINGTON BLVD,OAK PARK,Oak Park,299,"7,000",40,27001,"$1,225","$16,445","$17,670","$1,225","$16,445","$17,670","$176,700","$176,700",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,49,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-045-1004,1005 2B  WASHINGTON BLVD,OAK PARK,Oak Park,299,"7,000",40,27001,"$1,225","$16,445","$17,670","$1,225","$16,445","$17,670","$176,700","$176,700",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,49,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-045-1005,1005 3A  WASHINGTON BLVD,OAK PARK,Oak Park,299,"7,000",40,27001,"$1,225","$16,445","$17,670","$1,225","$16,445","$17,670","$176,700","$176,700",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,49,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
