,taxbill2020,taxbill2019,taxbill2018,taxbill2017,taxbill2016,homeownerexemption,seniorfreezeexemption,seniorcitizenexemption,taxbeforeexemptions,taxafterexemptions,estimatedvalue,assessedvalue,lotsize,buildingsize,class,taxcode,address,city,zip,township,pin
0,"$6,623.31","$7,899.73","$7,601.45","$7,456.50","$8,332.09","1,132.50",0.00,0.00,"7,755.81","6,623.31","$212,480","21,248","11,457",,2-99,27001,335 S TAYLOR AVE,OAK PARK,60302,OAK PARK,16-08-315-033-1002
0,"$6,623.31","$7,899.73","$7,601.45","$7,456.50","$6,931.47","1,132.50",0.00,0.00,"7,755.81","6,623.31","$212,480","21,248","11,457",,2-99,27001,333 S TAYLOR AVE,OAK PARK,60302,OAK PARK,16-08-315-033-1003
0,"$7,755.81","$9,215.43","$8,870.05","$8,675.60","$9,337.58",0.00,0.00,0.00,"7,755.81","7,755.81","$212,480","21,248","11,457",,2-99,27001,335 S TAYLOR AVE,OAK PARK,60302,OAK PARK,16-08-315-033-1004
0,"$6,623.31","$7,899.73","$7,601.45","$7,456.50","$7,688.13","1,132.50",0.00,0.00,"7,755.81","6,623.31","$212,480","21,248","11,457",,2-99,27001,333 S TAYLOR AVE,OAK PARK,60302,OAK PARK,16-08-315-033-1005
0,"$6,623.31","$7,899.73","$7,601.45","$7,456.50","$8,332.52","1,132.50",0.00,0.00,"7,755.81","6,623.31","$212,480","21,248","11,457",,2-99,27001,335 S TAYLOR AVE,OAK PARK,60302,OAK PARK,16-08-315-033-1006
0,"$29,639.11","$27,966.39","$23,774.45","$26,325.85","$22,309.60",0.00,0.00,0.00,"29,639.11","29,639.11",,"81,193","8,195",,3-15,27001,102 W WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-08-315-035-0000
0,"$18,544.80","$16,302.71","$18,957.83","$18,563.97","$16,951.34","1,132.50",0.00,0.00,"19,677.30","18,544.80","$539,040","53,904","7,430","2,421",2-06,27001,300 S TAYLOR AVE,OAK PARK,60302,OAK PARK,16-08-316-001-0000
0,"$12,821.15","$13,374.62","$12,870.96","$15,984.35","$12,208.03","1,132.50",0.00,0.00,"13,953.65","12,821.15","$382,260","38,226","7,310","1,732",2-05,27001,304 S TAYLOR AVE,OAK PARK,60302,OAK PARK,16-08-316-002-0000
0,"$17,728.16","$16,832.14","$16,198.88","$15,865.61","$15,030.24","1,132.50",0.00,0.00,"18,860.66","17,728.16","$516,680","51,668","7,310","2,308",2-06,27001,306 S TAYLOR AVE,OAK PARK,60302,OAK PARK,16-08-316-003-0000
0,"$19,435.17","$17,235.67","$16,587.45","$16,245.48","$16,449.39","1,132.50",0.00,0.00,"20,567.67","19,435.17","$563,430","56,343","7,310","2,258",2-06,27001,310 S TAYLOR AVE,OAK PARK,60302,OAK PARK,16-08-316-004-0000
0,"$14,087.51","$17,757.21","$17,091.59","$18,062.06","$14,402.37","1,132.50",0.00,0.00,"15,220.01","14,087.51","$500,090","50,009","7,310","2,166",2-05,27001,314 S TAYLOR AVE,OAK PARK,60302,OAK PARK,16-08-316-005-0000
0,"$16,422.50","$16,500.98","$15,880.21","$15,553.89","$13,855.90",0.00,0.00,0.00,"16,422.50","16,422.50","$449,880","44,988","7,310","2,030",2-05,27001,316 S TAYLOR AVE,OAK PARK,60302,OAK PARK,16-08-316-006-0000
0,"$12,454.33","$13,033.06","$12,542.39","$12,289.14","$11,691.72","1,132.50",0.00,0.00,"13,586.83","12,454.33","$372,210","37,221","7,310","1,658",2-05,27001,320 S TAYLOR AVE,OAK PARK,60302,OAK PARK,16-08-316-007-0000
0,"$15,762.70","$14,133.12","$13,601.04","$19,188.15","$18,295.97","1,132.50",0.00,0.00,"16,895.20","15,762.70","$462,830","46,283","7,310","1,798",2-05,27001,324 S TAYLOR AVE,OAK PARK,60302,OAK PARK,16-08-316-008-0000
0,"$16,006.98","$15,696.30","$15,103.95","$14,811.94","$14,422.32","1,132.50",0.00,906.00,"18,045.48","16,006.98","$494,350","49,435","7,310","2,277",2-06,27001,326 S TAYLOR AVE,OAK PARK,60302,OAK PARK,16-08-316-009-0000
0,$0.00,$0.00,$0.00,$0.00,$0.00,,,,,,,0,0,,0-00,27001,328 S TAYLOR AVE,OAK PARK,60302,OAK PARK,16-08-316-010-0000
0,"$16,210.83","$16,391.65","$17,149.44","$18,014.40","$15,826.82",983.01,0.00,0.00,"17,193.84","16,210.83","$532,280","53,228","7,128","2,401",2-06,27001,330 S TAYLOR AVE,OAK PARK,60302,OAK PARK,16-08-316-011-0000
0,"$17,559.87","$15,416.85","$14,836.66","$14,417.08","$13,585.54","1,132.50",0.00,0.00,"18,692.37","17,559.87","$515,820","51,582","6,849","2,310",2-06,27001,301 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-316-012-0000
0,"$12,171.77","$12,566.38","$12,091.41","$11,865.38","$13,944.49","1,132.50",0.00,906.00,"14,210.27","12,171.77","$389,280","38,928","7,396","2,250",2-06,27001,303 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-316-013-0000
0,"$21,205.27","$17,666.17","$19,750.58","$21,093.36","$16,704.24","1,132.50",0.00,0.00,"22,337.77","21,205.27","$611,910","61,191","8,600","3,014",2-06,27001,307 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-316-014-0000
0,"$15,928.84","$16,368.23","$15,752.46","$15,428.93","$14,013.98","1,132.50",0.00,0.00,"17,061.34","15,928.84","$467,380","46,738","8,600","2,394",2-06,27001,311 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-316-015-0000
0,"$17,454.43","$14,756.36","$15,390.15","$17,704.62","$16,415.79","1,132.50",0.00,906.00,"19,492.93","17,454.43","$533,980","53,398","8,600","2,304",2-06,27001,315 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-316-016-0000
0,"$16,995.20","$16,303.76","$15,690.43","$15,368.22","$14,839.85","1,132.50",0.00,0.00,"18,127.70","16,995.20","$496,590","49,659","8,600","2,394",2-06,27001,319 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-316-017-0000
0,"$19,246.38","$20,186.39","$19,427.47","$19,023.45","$18,570.92","1,132.50",0.00,0.00,"20,378.88","19,246.38","$558,260","55,826","8,600","2,700",2-06,27001,323 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-316-018-0000
0,"$13,931.68","$14,351.00","$13,810.87","$14,672.97","$13,444.26","1,132.50",0.00,0.00,"15,064.18","13,931.68","$412,670","41,267","7,568","1,984",2-05,27001,327 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-316-019-0000
0,"$13,104.16","$13,866.56","$13,342.88","$13,089.48","$12,823.56","1,132.50",0.00,906.00,"15,142.66","13,104.16","$414,830","41,483","7,568","2,016",2-05,27001,331 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-316-020-0000
0,"$13,268.71","$13,819.59","$13,299.37","$13,029.62","$14,239.40","1,132.50",0.00,0.00,"14,401.21","13,268.71","$394,510","39,451","7,709","2,458",2-06,27001,335 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-316-021-0000
0,"$17,492.48","$15,562.36","$18,450.52","$18,046.09","$13,646.99",0.00,0.00,0.00,"17,492.48","17,492.48","$479,200","47,920","6,828","3,050",2-11,27001,64  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-08-316-022-0000
0,"$30,054.17","$27,544.31","$26,511.84","$25,930.74","$21,220.12",0.00,0.00,0.00,"30,054.17","30,054.17",,"82,329","5,122",,3-15,27001,60  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-08-316-023-0000
0,"$12,029.42","$14,867.94","$14,306.64","$14,982.74","$12,726.21","1,132.50",0.00,906.00,"14,067.92","12,029.42","$393,870","39,387","5,122","2,179",2-05,27001,58  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-08-316-024-0000
0,"$12,385.36","$15,020.03","$14,454.81","$14,159.72","$13,007.34","1,132.50",0.00,0.00,"13,517.86","12,385.36","$370,310","37,031","5,124","2,106",2-05,27001,54  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-08-316-025-0000
0,"$14,953.42","$15,768.53","$15,175.25","$14,864.36","$13,329.39","1,132.50",0.00,0.00,"16,085.92","14,953.42","$440,660","44,066","5,122","2,160",2-05,27001,52  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-08-316-026-0000
0,"$3,853.10","$4,090.51","$22,423.27","$3,850.89","$10,478.18",0.00,0.00,0.00,"3,853.10","3,853.10","$542,590","54,259","6,000","5,749",2-11,27001,48  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-08-316-027-0000
0,"$17,141.52","$17,568.28","$16,907.52","$16,558.67","$17,724.23","1,132.50",0.00,0.00,"18,274.02","17,141.52","$500,610","50,061","5,250","4,602",2-11,27001,46  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-08-316-028-0000
0,"$5,204.40","$5,757.77","$5,539.72","$5,439.99","$6,163.60","1,132.50",0.00,0.00,"6,336.90","5,204.40","$173,590","17,359","16,071",,2-99,27001,38  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-08-316-030-1001
0,"$5,962.95","$5,757.77","$5,539.72","$5,439.99","$6,163.60","1,132.50",0.00,0.00,"7,095.45","5,962.95","$194,370","19,437","16,071",,2-99,27001,38  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-08-316-030-1002
0,"$5,962.95","$5,757.77","$5,539.72","$5,439.99","$6,163.60","1,132.50",0.00,0.00,"7,095.45","5,962.95","$194,370","19,437","16,071",,2-99,27001,38  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-08-316-030-1003
0,"$3,161.94","$2,965.19","$2,851.81","$2,811.00","$3,333.64","1,132.50",0.00,0.00,"4,294.44","3,161.94","$117,640","11,764","16,071",,2-99,27001,40  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-08-316-030-1004
0,"$3,161.94","$3,418.98","$3,288.59","$3,238.30","$3,097.88","1,132.50",0.00,0.00,"4,294.44","3,161.94","$117,640","11,764","16,071",,2-99,27001,40  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-08-316-030-1005
0,"$3,161.94","$2,965.19","$2,851.81","$2,811.00","$3,333.64","1,132.50",0.00,0.00,"4,294.44","3,161.94","$117,640","11,764","16,071",,2-99,27001,40  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-08-316-030-1006
0,"$2,131.48","$1,525.55","$1,463.96","$2,694.33","$3,208.15","1,132.50",0.00,906.00,"4,169.98","2,131.48","$114,230","11,423","16,071",,2-99,27001,42  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-08-316-030-1007
0,"$2,131.48",$0.00,$0.00,$115.21,$209.48,"1,132.50",0.00,906.00,"4,169.98","2,131.48","$114,230","11,423","16,071",,2-99,27001,42  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-08-316-030-1008
0,"$4,169.98","$4,156.95","$4,001.16","$3,913.43","$4,213.21",0.00,0.00,0.00,"4,169.98","4,169.98","$114,230","11,423","16,071",,2-99,27001,42  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-08-316-030-1009
0,"$6,086.85","$6,068.27","$4,572.29","$4,493.72","$5,145.33",0.00,0.00,0.00,"6,086.85","6,086.85","$166,760","16,676","16,071",,2-99,27001,44  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-08-316-030-1010
0,"$6,086.85","$6,068.27","$5,840.89","$5,712.82","$6,150.39",0.00,0.00,0.00,"6,086.85","6,086.85","$166,760","16,676","16,071",,2-99,27001,44 S HUMPHREY AVE,OAK PARK,00000,OAK PARK,16-08-316-030-1011
0,"$4,303.50","$4,752.57","$5,840.89","$5,712.82","$6,150.39","1,132.50",0.00,0.00,"5,436.00","4,303.50","$148,920","14,892","16,071",,2-99,27001,44  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-08-316-030-1012
0,"$6,335.77","$6,316.15","$6,079.38","$5,946.16","$6,401.51",0.00,0.00,0.00,"6,335.77","6,335.77","$173,570","17,357","16,071",,2-99,27001,341 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-316-030-1013
0,"$4,297.27","$3,947.89","$3,542.18","$3,507.96","$4,678.55","1,132.50",0.00,906.00,"6,335.77","4,297.27","$173,570","17,357","16,071",,2-99,27001,341 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-316-030-1014
0,"$6,335.77","$6,316.15","$6,079.38","$4,727.06","$5,396.45",0.00,0.00,0.00,"6,335.77","6,335.77","$173,570","17,357","16,071",,2-99,27001,341 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-316-030-1015
0,"$1,125.03","$1,307.02","$1,260.23","$1,211.05","$2,287.80","1,132.50","1,006.45",906.00,"4,169.98","1,125.03","$114,230","11,423","16,071",,2-99,27001,343 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-316-030-1016
0,"$2,591.39","$2,841.25","$2,732.56","$2,694.33","$3,208.15","1,132.50",0.00,0.00,"3,723.89","2,591.39","$102,010","10,201","16,071",,2-99,27001,343 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-316-030-1017
0,"$3,037.48","$2,841.25","$2,732.56","$3,913.43","$3,208.15","1,132.50",0.00,0.00,"4,169.98","3,037.48","$114,230","11,423","16,071",,2-99,27001,343 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-316-030-1018
0,$0.00,$0.00,$0.00,$692.40,"$1,258.91","1,132.50",321.74,786.41,"2,240.65",0.00,"$61,380","6,138","16,071",,2-99,27001,38  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-08-316-030-1019
0,"$15,003.13","$17,955.88","$17,280.49","$16,923.42","$16,670.07","1,132.50",0.00,0.00,"16,135.63","15,003.13","$442,020","44,202","6,821","2,240",2-06,27001,300 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-317-001-0000
0,"$18,695.88","$18,406.64","$17,714.48","$14,067.93","$13,151.93","1,132.50",0.00,0.00,"19,828.38","18,695.88","$618,180","61,818","7,396","2,152",2-05,27001,302 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-317-002-0000
0,"$18,200.86","$15,650.38","$15,061.58","$18,344.77","$15,914.55","1,132.50",0.00,0.00,"19,333.36","18,200.86","$529,610","52,961","8,600","2,558",2-06,27001,306 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-317-003-0000
0,"$20,805.16","$20,728.59","$19,949.24","$19,533.76","$17,489.91","1,132.50",0.00,0.00,"21,937.66","20,805.16","$600,960","60,096","8,600","2,780",2-06,27001,310 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-317-004-0000
0,"$19,834.49","$20,678.59","$19,901.29","$19,486.83","$18,676.74","1,132.50",0.00,0.00,"20,966.99","19,834.49","$574,360","57,436","8,600","2,929",2-06,27001,314 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-317-005-0000
0,"$19,165.18","$18,351.78","$17,661.58","$17,296.23","$17,265.21",0.00,0.00,0.00,"19,165.18","19,165.18","$525,000","52,500","8,600","2,264",2-06,27001,318 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-317-006-0000
0,"$20,497.12","$15,839.05","$18,438.47","$18,073.40","$16,972.45","1,132.50",0.00,906.00,"22,535.62","20,497.12","$617,330","61,733","8,600","2,448",2-06,27001,324 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-317-007-0000
0,"$19,833.13","$20,067.19","$18,046.47","$17,672.56","$15,642.04",0.00,0.00,0.00,"19,833.13","19,833.13","$543,310","54,331","8,600","2,248",2-06,27001,326 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-317-008-0000
0,"$6,864.76","$7,975.25","$7,689.75","$7,389.70","$9,564.73","1,132.50","5,662.27",906.00,"14,565.54","6,864.76","$399,010","39,901","8,600","1,924",2-05,27001,330 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-317-009-0000
0,"$12,176.98","$12,374.95","$11,911.01","$11,649.96","$10,887.96",0.00,0.00,0.00,"12,176.98","12,176.98","$333,580","33,358","5,600","1,228",2-05,27001,334 S HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-08-317-010-0000
0,"$18,749.90","$19,750.24","$19,007.69","$18,612.73","$16,056.98","1,132.50",0.00,0.00,"19,882.40","18,749.90","$544,660","54,466","8,600","2,476",2-06,27001,146 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-012-0000
0,"$14,626.35","$13,609.73","$13,097.41","$12,832.00","$13,869.97","1,132.50",0.00,0.00,"15,758.85","14,626.35","$431,700","43,170","8,600","2,596",2-11,27001,142 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-013-0000
0,"$23,950.56","$11,038.59","$10,624.78","$10,392.34","$11,425.23",0.00,0.00,0.00,"23,950.56","23,950.56",,"65,610","8,600",,9-14,27001,138 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-014-0000
0,"$16,647.30","$13,263.31","$12,763.89","$12,505.89","$16,490.02","1,132.50",0.00,0.00,"17,779.80","16,647.30","$487,050","48,705","8,600","2,480",2-06,27001,134 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-015-0000
0,"$14,915.93","$4,739.28","$21,308.93","$20,863.56","$17,772.05",0.00,0.00,0.00,"14,915.93","14,915.93","$408,600","40,860","8,600","2,892",2-06,27001,130 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-016-0000
0,"$90,346.55","$74,379.81","$71,591.66","$70,022.54","$68,676.61",0.00,0.00,0.00,"90,346.55","90,346.55",,"247,492","19,821",,3-15,27001,24  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-08-317-019-0000
0,"$79,533.44","$44,604.07","$42,932.09","$41,991.17","$57,907.68",0.00,0.00,0.00,"79,533.44","79,533.44",,"217,870","7,500",,3-15,27001,10  WASHINGTON BLVD,OAK PARK,00000,OAK PARK,16-08-317-022-0000
0,$0.00,$0.00,$0.00,$0.00,$0.00,,,,,,,0,0,,0-00,27001,2  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-08-317-023-0000
0,"$3,738.50","$3,804.35","$3,854.51","$4,712.67","$4,123.47",0.00,0.00,0.00,"3,738.50","3,738.50","$102,430","10,243","9,829",,2-99,27001,148 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-024-1001
0,"$3,738.50","$3,804.35","$6,022.93","$5,890.94","$5,154.23",0.00,0.00,0.00,"3,738.50","3,738.50","$102,430","10,243","9,829",,2-99,27001,150 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-024-1002
0,"$3,738.50","$3,804.35","$6,022.93","$5,890.94","$5,154.23",0.00,0.00,0.00,"3,738.50","3,738.50","$102,430","10,243","9,829",,2-99,27001,148 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-024-1003
0,"$3,060.47","$2,950.98","$5,486.19","$5,387.69","$4,775.47","1,132.50",0.00,0.00,"4,192.97","3,060.47","$114,880","11,488","9,829",,2-99,27001,150 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-024-1004
0,"$4,192.97","$4,266.68","$6,754.79","$6,606.79","$5,780.53",0.00,0.00,0.00,"4,192.97","4,192.97","$114,880","11,488","9,829",,2-99,27001,150 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-024-1005
0,"$3,060.47","$2,950.98","$5,486.19","$5,387.69","$4,775.47","1,132.50",0.00,0.00,"4,192.97","3,060.47","$114,880","11,488","9,829",,2-99,27001,5  RANDOLPH ST,OAK PARK,60302,OAK PARK,16-08-317-024-1006
0,"$2,940.42","$2,991.77","$4,736.32","$4,632.58","$4,053.84",0.00,0.00,0.00,"2,940.42","2,940.42","$80,550","8,055","9,829",,2-99,27001,5  RANDOLPH ST,OAK PARK,60302,OAK PARK,16-08-317-024-1007
0,"$2,933.85","$2,985.19","$4,726.42","$4,622.83","$4,044.51",0.00,0.00,0.00,"2,933.85","2,933.85","$80,370","8,037","9,829",,2-99,27001,5  RANDOLPH ST,OAK PARK,60302,OAK PARK,16-08-317-024-1008
0,"$1,801.35","$1,669.49","$3,457.82","$3,403.73","$3,039.45","1,132.50",0.00,0.00,"2,933.85","1,801.35","$80,370","8,037","9,829",,2-99,27001,5  RANDOLPH ST,OAK PARK,60302,OAK PARK,16-08-317-024-1009
0,"$3,589.57","$3,652.38","$5,782.53","$5,655.77","$4,948.48",0.00,0.00,0.00,"3,589.57","3,589.57","$98,340","9,834","9,829",,2-99,27001,7  RANDOLPH ST,OAK PARK,60302,OAK PARK,16-08-317-024-1010
0,"$2,457.07","$2,336.68","$3,357.35","$3,305.47","$3,943.42","1,132.50",0.00,0.00,"3,589.57","2,457.07","$98,340","9,834","9,829",,2-99,27001,7  RANDOLPH ST,OAK PARK,60302,OAK PARK,16-08-317-024-1011
0,"$3,589.57","$3,652.38","$5,782.53","$4,436.67","$3,943.42",0.00,0.00,0.00,"3,589.57","3,589.57","$98,340","9,834","9,829",,2-99,27001,7  RANDOLPH ST,OAK PARK,60302,OAK PARK,16-08-317-024-1012
0,"$3,589.57","$3,652.38","$5,782.53","$5,655.77","$4,948.48",0.00,0.00,0.00,"3,589.57","3,589.57","$98,340","9,834","9,829",,2-99,27001,9  RANDOLPH ST,OAK PARK,60302,OAK PARK,16-08-317-024-1013
0,"$2,457.07","$2,336.68","$3,110.67","$4,436.67","$3,943.42","1,132.50",0.00,0.00,"3,589.57","2,457.07","$98,340","9,834","9,829",,2-99,27001,9  RANDOLPH ST,OAK PARK,60302,OAK PARK,16-08-317-024-1014
0,"$2,457.07","$2,336.68","$4,513.93","$4,436.67","$2,953.73","1,132.50",0.00,0.00,"3,589.57","2,457.07","$98,340","9,834","9,829",,2-99,27001,9  RANDOLPH ST,OAK PARK,60302,OAK PARK,16-08-317-024-1015
0,"$3,589.57","$3,652.38","$4,513.93","$4,436.67","$3,943.42",0.00,0.00,0.00,"3,589.57","3,589.57","$98,340","9,834","9,829",,2-99,27001,11  RANDOLPH ST,OAK PARK,60302,OAK PARK,16-08-317-024-1016
0,"$2,457.07","$2,336.68","$4,513.93","$4,436.67","$3,943.42","1,132.50",0.00,0.00,"3,589.57","2,457.07","$98,340","9,834","9,829",,2-99,27001,11  RANDOLPH ST,OAK PARK,60302,OAK PARK,16-08-317-024-1017
0,"$2,457.07","$2,336.68","$3,022.06","$2,977.53","$2,953.73","1,132.50",0.00,0.00,"3,589.57","2,457.07","$98,340","9,834","9,829",,2-99,27001,11  RANDOLPH ST,OAK PARK,60302,OAK PARK,16-08-317-024-1018
0,"$5,027.73","$5,035.05","$4,844.02","$4,759.61","$4,561.25","1,132.50",0.00,0.00,"6,160.23","5,027.73","$168,760","16,876","18,429",,2-99,27001,116 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-025-1001
0,"$2,610.75","$2,424.44","$2,329.53","$2,317.51","$2,477.76","1,132.50",0.00,906.00,"4,649.25","2,610.75","$127,370","12,737","18,429",,2-99,27001,116 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-025-1002
0,"$2,610.75","$2,424.44","$2,329.53","$2,317.51","$2,477.76","1,132.50",0.00,906.00,"4,649.25","2,610.75","$127,370","12,737","18,429",,2-99,27001,116 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-025-1003
0,"$3,167.83","$3,117.42","$2,998.34","$2,954.37","$2,880.93","1,132.50",0.00,0.00,"4,300.33","3,167.83","$117,820","11,782","18,429",,2-99,27001,118 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-025-1004
0,"$3,167.83","$3,117.42","$2,998.34","$2,954.37","$2,163.03","1,132.50",0.00,0.00,"4,300.33","3,167.83","$117,820","11,782","18,429",,2-99,27001,118 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-025-1005
0,"$4,300.33","$4,433.12","$4,266.94","$4,173.47","$3,885.99",0.00,0.00,0.00,"4,300.33","4,300.33","$117,820","11,782","18,429",,2-99,27001,118 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-025-1006
0,"$3,167.83","$3,117.42","$2,998.34","$2,954.37","$2,880.93","1,132.50",0.00,0.00,"4,300.33","3,167.83","$117,820","11,782","18,429",,2-99,27001,120 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-025-1007
0,"$2,261.83","$2,064.86","$1,983.46",$946.51,"$2,163.03","1,132.50",0.00,906.00,"4,300.33","2,261.83","$117,820","11,782","18,429",,2-99,27001,120 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-025-1008
0,"$4,300.33","$4,433.12","$4,266.94","$4,173.47","$3,885.99",0.00,0.00,0.00,"4,300.33","4,300.33","$117,820","11,782","18,429",,2-99,27001,120 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-025-1009
0,"$4,649.25","$4,792.70","$2,329.53","$2,317.51","$2,477.76",0.00,0.00,0.00,"4,649.25","4,649.25","$127,370","12,737","18,429",,2-99,27001,122 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-025-1010
0,"$4,649.25","$4,792.70","$4,613.01","$4,511.89","$4,200.72",0.00,0.00,0.00,"4,649.25","4,649.25","$127,370","12,737","18,429",,2-99,27001,122 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-025-1011
0,"$3,516.75","$3,477.00","$3,344.41","$3,292.79","$3,195.66","1,132.50",0.00,0.00,"4,649.25","3,516.75","$127,370","12,737","18,429",,2-99,27001,122 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-025-1012
0,$290.26,$299.19,$288.10,$281.73,$262.46,0.00,0.00,0.00,290.26,290.26,"$7,960",796,"18,429",,2-99,27001,122 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-025-1013
0,$290.26,$299.19,$288.10,$281.73,$262.46,0.00,0.00,0.00,290.26,290.26,"$7,960",796,"18,429",,2-99,27001,122 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-025-1014
0,$290.26,$299.19,$288.10,$281.73,$262.46,0.00,0.00,0.00,290.26,290.26,"$7,960",796,"18,429",,2-99,27001,122 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-025-1015
0,$290.26,$299.19,$288.10,$281.73,$262.46,0.00,0.00,0.00,290.26,290.26,"$7,960",796,"18,429",,2-99,27001,122 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-025-1016
0,$290.26,$299.19,$288.10,$281.73,$262.46,0.00,0.00,0.00,290.26,290.26,"$7,960",796,"18,429",,2-99,27001,122 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-025-1017
0,$290.26,$299.19,$288.10,$281.73,$262.46,0.00,0.00,0.00,290.26,290.26,"$7,960",796,"18,429",,2-99,27001,120 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-025-1018
0,$290.26,$299.19,$288.10,$281.73,$262.46,0.00,0.00,0.00,290.26,290.26,"$7,960",796,"18,429",,2-99,27001,122 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-025-1019
0,$174.18,$179.59,$172.78,$169.09,$157.36,0.00,0.00,0.00,174.18,174.18,"$4,770",477,"18,429",,2-99,27001,122 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-025-1020
0,$174.18,$179.59,$172.78,$169.09,$157.36,0.00,0.00,0.00,174.18,174.18,"$4,770",477,"18,429",,2-99,27001,118 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-08-317-025-1021
