taxbill2020,taxbill2019,taxbill2018,taxbill2017,taxbill2016,homeownerexemption,seniorfreezeexemption,seniorcitizenexemption,taxbeforeexemptions,taxafterexemptions,estimatedvalue,assessedvalue,lotsize,buildingsize,class,taxcode,address,city,zip,township,pin
"$9,510.28","$14,023.91","$13,498.16","$13,202.37","$15,388.62",0.00,0.00,0.00,"9,510.28","9,510.28","$260,520","26,052","11,560","2,835",2-11,27001,414 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-032-0000
"$16,687.95","$16,572.56","$15,951.25","$15,601.68","$16,418.95",0.00,0.00,0.00,"16,687.95","16,687.95",,"45,714","9,690",,3-14,27001,420 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-033-0000
"$1,616.30","$1,544.50","$1,574.46","$1,561.67","$1,578.52","1,132.50",0.00,0.00,"2,748.80","1,616.30","$75,310","7,531","6,382",,2-99,27001,440 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-038-1001
"$3,400.78","$3,497.53","$3,555.89","$4,740.47","$4,531.53","1,132.50",312.12,906.00,"5,751.40","3,400.78","$157,570","15,757","6,382",,2-99,27001,438 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-038-1002
"$4,757.97","$4,813.23","$4,824.49","$4,740.47","$4,531.53","1,132.50",0.00,0.00,"5,890.47","4,757.97","$161,370","16,137","6,382",,2-99,27001,440 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-038-1003
"$3,400.78","$3,497.53","$3,555.89","$3,765.19","$4,531.53","1,132.50",451.19,906.00,"5,890.47","3,400.78","$161,370","16,137","6,382",,2-99,27001,438 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-038-1004
"$3,851.97","$3,760.67","$3,809.61","$3,765.19","$3,813.63","1,132.50",0.00,906.00,"5,890.47","3,851.97","$161,370","16,137","6,382",,2-99,27001,440 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-038-1005
"$7,068.50","$7,596.06","$6,042.72","$5,931.90","$5,638.67",0.00,0.00,0.00,"7,068.50","7,068.50","$193,640","19,364","6,382",,2-99,27001,438 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-038-1006
"$4,757.97","$4,813.23","$6,093.09","$5,959.57","$5,536.59","1,132.50",0.00,0.00,"5,890.47","4,757.97","$161,370","16,137","6,382",,2-99,27001,440 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-038-1007
"$2,282.67","$3,627.91","$4,367.79","$4,272.09","$4,213.21",0.00,0.00,0.00,"2,282.67","2,282.67","$62,550","6,255","9,375",,2-99,27001,1103  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-07-322-039-1001
"$1,150.17","$2,312.21","$3,099.19","$3,052.99","$3,208.15","1,132.50",0.00,0.00,"2,282.67","1,150.17","$62,550","6,255","9,375",,2-99,27001,1103  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-07-322-039-1002
"$1,034.77","$2,592.19","$2,722.67","$3,382.76","$2,444.16","1,132.50",0.00,0.00,"2,167.27","1,034.77","$59,370","5,937","9,375",,2-99,27001,1103  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-07-322-039-1003
"$1,326.84","$2,592.19","$3,436.38","$3,382.76","$3,533.79","1,132.50",0.00,0.00,"2,459.34","1,326.84","$67,370","6,737","9,375",,2-99,27001,1103  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-07-322-039-1004
"$2,213.70","$3,991.57","$2,522.23",$0.00,$142.86,0.00,0.00,0.00,"2,213.70","2,213.70","$60,660","6,066","9,375",,2-99,27001,1103  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-07-322-039-1005
$0.00,$0.00,$0.00,$0.00,$0.00,836.01,"1,675.53",0.00,"2,511.55",0.00,"$68,820","6,882","9,375",,2-99,27001,1103  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-07-322-039-1006
"$2,011.77","$1,961.84","$2,225.50","$2,198.40","$3,208.15",0.00,0.00,0.00,"2,011.77","2,011.77","$55,120","5,512","9,375",,2-99,27001,1107  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-07-322-039-1007
"$2,459.34","$3,907.89","$4,704.98","$4,601.86","$4,538.85",0.00,0.00,0.00,"2,459.34","2,459.34","$67,370","6,737","9,375",,2-99,27001,1107  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-07-322-039-1008
"$2,459.34","$3,907.89","$4,704.98","$4,601.86","$4,538.85",0.00,0.00,0.00,"2,459.34","2,459.34","$67,370","6,737","9,375",,2-99,27001,1107  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-07-322-039-1009
"$2,511.55","$3,606.73","$4,805.71","$4,700.48","$4,635.34",0.00,0.00,0.00,"2,511.55","2,511.55","$68,820","6,882","9,375",,2-99,27001,1107  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-07-322-039-1010
"$2,511.55","$3,991.57","$4,805.71","$4,700.48","$4,635.34",0.00,0.00,0.00,"2,511.55","2,511.55","$68,820","6,882","9,375",,2-99,27001,1107  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-07-322-039-1011
"$5,145.74","$6,049.85","$5,823.13","$5,695.51","$6,107.75",0.00,0.00,0.00,"5,145.74","5,145.74","$140,960","14,096","8,500",,2-99,27001,430 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-040-1001
"$4,157.07","$4,902.96","$4,717.04","$4,635.26","$5,273.26","1,132.50",0.00,0.00,"5,289.57","4,157.07","$144,900","14,490","8,500",,2-99,27001,430 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-040-1002
"$3,251.07","$3,850.40","$3,702.16","$3,659.98","$4,555.36","1,132.50",0.00,906.00,"5,289.57","3,251.07","$144,900","14,490","8,500",,2-99,27001,428 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-040-1003
"$1,722.87","$2,040.52","$1,961.89","$1,940.56","$2,383.43","1,132.50",0.00,0.00,"2,855.37","1,722.87","$78,240","7,824","8,500",,2-99,27001,430 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-040-1004
"$5,145.74","$6,049.85","$5,823.13","$5,695.51","$5,102.69",0.00,0.00,0.00,"5,145.74","5,145.74","$140,960","14,096","8,500",,2-99,27001,430 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-040-1005
"$4,157.07","$4,902.96","$4,717.04","$4,635.26","$5,273.26","1,132.50",0.00,0.00,"5,289.57","4,157.07","$144,900","14,490","8,500",,2-99,27001,430 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-040-1006
"$4,157.07","$4,902.96","$4,717.04","$4,635.26","$5,273.26","1,132.50",0.00,0.00,"5,289.57","4,157.07","$144,900","14,490","8,500",,2-99,27001,430 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-040-1007
$359.57,$422.47,$406.59,$397.67,$426.58,0.00,0.00,0.00,359.57,359.57,"$9,860",986,"8,500",,2-99,27001,428 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-040-1008
$359.57,$422.47,$406.59,$397.67,$426.58,0.00,0.00,0.00,359.57,359.57,"$9,860",986,"8,500",,2-99,27001,428 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-040-1009
$359.57,$422.47,$406.59,$397.67,$426.58,0.00,0.00,0.00,359.57,359.57,"$9,860",986,"8,500",,2-99,27001,428 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-040-1010
$359.57,$422.47,$406.59,$397.67,$426.58,0.00,0.00,0.00,359.57,359.57,"$9,860",986,"8,500",,2-99,27001,428 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-040-1011
$215.74,$253.27,$243.70,$238.33,$255.57,0.00,0.00,0.00,215.74,215.74,"$5,930",593,"8,500",,2-99,27001,428 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-040-1012
"$30,691.54","$23,978.63","$23,079.77","$22,573.95","$25,155.22",0.00,0.00,0.00,"30,691.54","30,691.54",,"84,078","13,022",,5-22,27001,1122  MADISON ST,OAK PARK,60302,OAK PARK,16-07-322-041-0000
"$6,681.86","$6,321.94","$6,084.97","$5,951.52","$7,218.48",0.00,0.00,0.00,"6,681.86","6,681.86","$183,050","18,305","8,160",,2-99,27001,429  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-043-1001
"$4,643.36","$4,352.99","$3,932.15","$3,889.42","$5,495.52","1,132.50",0.00,906.00,"6,681.86","4,643.36","$183,050","18,305","8,160",,2-99,27001,431  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-043-1002
"$6,681.86","$5,405.55","$5,200.75","$5,108.52","$6,213.42",0.00,0.00,0.00,"6,681.86","6,681.86","$183,050","18,305","8,160",,2-99,27001,429  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-043-1003
"$5,549.36","$5,405.55","$5,200.75","$5,108.52","$6,213.42","1,132.50",0.00,0.00,"6,681.86","5,549.36","$183,050","18,305","8,160",,2-99,27001,431  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-043-1004
"$5,557.40","$5,413.71","$5,208.49","$5,116.08","$6,221.90","1,132.50",0.00,0.00,"6,689.90","5,557.40","$183,260","18,326","8,160",,2-99,27001,429  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-043-1005
"$5,557.40","$6,729.41","$6,477.09","$5,116.08","$6,221.90","1,132.50",0.00,0.00,"6,689.90","5,557.40","$183,260","18,326","8,160",,2-99,27001,431  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-043-1006
"$10,560.79","$10,974.39","$11,666.43","$11,432.35","$8,246.80","1,132.50",0.00,0.00,"11,693.29","10,560.79","$320,320","32,032","1,617","1,618",2-10,27001,413  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-044-0000
"$11,002.92","$11,521.32","$11,085.41","$10,881.56","$8,857.16","1,132.50",0.00,906.00,"13,041.42","11,002.92","$357,250","35,725","1,194","1,818",2-10,27001,413  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-045-0000
$0.00,$0.00,$0.00,$0.00,$0.00,0.00,0.00,0.00,0.00,0.00,,0,218,,1-00,27001,413  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-046-0000
"$12,106.76","$12,828.21","$13,613.73","$11,121.00","$11,460.84","1,132.50",0.00,0.00,"13,239.26","12,106.76","$362,680","36,268","1,963","1,740",2-95,27001,413  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-048-0000
"$11,270.75","$11,696.84","$11,256.16","$11,734.33","$11,081.50","1,132.50",0.00,0.00,"12,403.25","11,270.75","$339,770","33,977","1,575","1,614",2-95,27001,413  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-049-0000
"$13,551.27","$14,421.12","$13,878.36","$13,595.89","$14,143.64","1,132.50",0.00,0.00,"14,683.77","13,551.27","$402,250","40,225","1,164","2,163",2-95,27001,413  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-050-0000
$719.48,$714.03,$711.18,$695.62,$686.17,0.00,0.00,0.00,719.48,719.48,,"1,971","2,204",,2-01,27001,413  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-051-0000
$0.00,$0.00,$0.00,$0.00,$0.00,0.00,0.00,0.00,0.00,0.00,,0,"1,437",,1-00,27001,413  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-052-0000
"$9,503.26","$11,095.43","$10,675.52","$10,480.60","$8,921.34","1,132.50",0.00,906.00,"11,541.76","9,503.26","$316,170","31,617","1,432","1,654",2-10,27001,407  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-053-0000
"$10,808.35","$11,958.27","$11,506.08","$12,268.17","$11,270.74","1,132.50",0.00,906.00,"12,846.85","10,808.35","$351,920","35,192",962,"1,879",2-95,27001,407  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-054-0000
"$9,388.65","$11,688.42","$11,248.04","$11,023.22","$10,872.60","1,132.50",0.00,0.00,"10,521.15","9,388.65","$288,220","28,822",993,"1,472",2-95,27001,407  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-055-0000
"$10,280.50","$12,879.39","$11,128.03","$10,905.82","$10,874.17",0.00,0.00,0.00,"10,280.50","10,280.50","$281,630","28,163",927,"1,417",2-95,27001,407  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-056-0000
"$9,411.64","$10,694.01","$10,290.88","$10,086.96","$9,465.51","1,132.50",0.00,0.00,"10,544.14","9,411.64","$288,840","28,884","1,200","1,353",2-95,27001,407  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-057-0000
"$10,352.41","$13,759.85","$13,244.06","$12,953.79","$12,091.02",0.00,0.00,0.00,"10,352.41","10,352.41","$283,600","28,360",613,"1,617",2-95,27001,407  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-058-0000
"$9,794.20","$12,909.91","$12,423.78","$12,173.20","$12,195.54","1,132.50",0.00,0.00,"10,926.70","9,794.20","$299,320","29,932",635,"1,838",2-95,27001,407  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-059-0000
$109.17,$114.73,$110.37,$108.01,$120.32,0.00,0.00,0.00,109.17,109.17,,299,"5,985",,1-00,27001,407  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-060-0000
"$2,147.11","$1,221.10","$1,173.07","$1,437.08","$1,702.54","1,132.50",0.00,0.00,"3,279.61","2,147.11","$89,850","8,985","17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1001
"$2,147.11","$1,221.10","$1,173.07","$1,168.99","$1,607.81","1,132.50",0.00,0.00,"3,279.61","2,147.11","$89,850","8,985","17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1002
"$1,241.11",$168.54,$158.19,$193.71,$889.91,"1,132.50",0.00,906.00,"3,279.61","1,241.11","$89,850","8,985","17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1003
"$3,279.61","$2,536.41","$2,441.29","$2,387.73","$2,612.87",0.00,0.00,0.00,"3,279.61","3,279.61","$89,850","8,985","17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1004
"$2,147.11","$1,521.87","$1,462.57","$1,452.19","$1,607.81","1,132.50",0.00,0.00,"3,279.61","2,147.11","$89,850","8,985","17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1005
"$2,147.11","$1,221.10","$1,173.07","$1,168.99","$1,607.81","1,132.50",0.00,0.00,"3,279.61","2,147.11","$89,850","8,985","17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1006
"$3,200.78","$2,769.29","$2,665.46","$2,607.05","$2,549.69",0.00,0.00,0.00,"3,200.78","3,200.78","$87,700","8,770","17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1007
"$2,147.11","$1,521.87","$1,462.57","$1,452.19","$1,607.81","1,132.50",0.00,0.00,"3,279.61","2,147.11","$89,850","8,985","17,340",,2-99,27001,419  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1008
"$4,268.17","$1,984.87","$1,908.23","$1,888.14","$2,395.06",0.00,0.00,0.00,"4,268.17","4,268.17","$116,940","11,694","17,340",,2-99,27001,419  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1009
"$2,147.11","$1,220.71","$1,172.69","$1,168.63","$1,607.81","1,132.50",0.00,0.00,"3,279.61","2,147.11","$89,850","8,985","17,340",,2-99,27001,419  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1010
"$3,135.67","$1,985.26","$1,908.61","$1,888.51","$2,395.06","1,132.50",0.00,0.00,"4,268.17","3,135.67","$116,940","11,694","17,340",,2-99,27001,419  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1011
"$3,279.61","$2,536.80","$2,441.67","$2,388.09","$2,612.87",0.00,0.00,0.00,"3,279.61","3,279.61","$89,850","8,985","17,340",,2-99,27001,419  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1012
"$3,135.67","$1,984.87","$1,908.23","$1,888.14","$2,395.06","1,132.50",0.00,0.00,"4,268.17","3,135.67","$116,940","11,694","17,340",,2-99,27001,419  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1013
"$3,230.34","$2,794.94","$2,690.19","$2,631.18","$2,573.53",0.00,0.00,0.00,"3,230.34","3,230.34","$88,500","8,850","17,340",,2-99,27001,421  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1014
"$2,097.84","$1,479.24","$1,421.59","$1,412.08","$1,568.47","1,132.50",0.00,0.00,"3,230.34","2,097.84","$88,500","8,850","17,340",,2-99,27001,421  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1015
"$3,230.34","$2,498.78","$2,405.14","$2,352.38","$1,568.47",0.00,0.00,0.00,"3,230.34","3,230.34","$88,500","8,850","17,340",,2-99,27001,421  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1016
"$2,147.11","$1,221.10","$1,173.07","$1,168.99","$1,607.81","1,132.50",0.00,0.00,"3,279.61","2,147.11","$89,850","8,985","17,340",,2-99,27001,423  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1017
"$2,183.35","$1,688.44","$1,625.20","$1,589.58","$1,739.18",0.00,0.00,0.00,"2,183.35","2,183.35","$59,810","5,981","17,340",,2-99,27001,423  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1018
"$2,147.11","$1,221.10","$1,173.07","$1,168.99","$1,607.81","1,132.50",0.00,0.00,"3,279.61","2,147.11","$89,850","8,985","17,340",,2-99,27001,423  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1019
"$1,050.85",$893.86,$874.27,$956.55,"$1,133.12","1,132.50",0.00,0.00,"2,183.35","1,050.85","$59,810","5,981","17,340",,2-99,27001,423  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1020
"$3,279.61","$2,536.80","$2,441.67","$2,388.09","$2,612.87",0.00,0.00,0.00,"3,279.61","3,279.61","$89,850","8,985","17,340",,2-99,27001,423  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1021
"$2,183.35","$1,688.44","$1,625.20","$1,589.58","$1,739.18",0.00,0.00,0.00,"2,183.35","2,183.35","$59,810","5,981","17,340",,2-99,27001,423  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1022
"$1,900.00","$1,029.93",$989.13,$989.18,"$2,415.73","1,132.50",0.00,0.00,"3,032.50","1,900.00","$83,080","8,308","17,340",,2-99,27001,425  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1023
"$2,097.84","$1,183.08","$1,136.54","$1,133.28","$1,568.47","1,132.50",0.00,0.00,"3,230.34","2,097.84","$88,500","8,850","17,340",,2-99,27001,425  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1024
"$3,032.50","$2,345.63","$2,257.73","$2,208.28","$2,415.73",0.00,0.00,0.00,"3,032.50","3,032.50","$83,080","8,308","17,340",,2-99,27001,425  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1025
"$2,097.84","$1,017.30",$976.95,$977.23,"$1,568.47","1,132.50",0.00,0.00,"3,230.34","2,097.84","$88,500","8,850","17,340",,2-99,27001,425  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1026
"$1,900.00",$874.28,$839.18,$842.52,"$1,410.67","1,132.50",0.00,0.00,"3,032.50","1,900.00","$83,080","8,308","17,340",,2-99,27001,425  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1027
"$3,230.34","$2,333.00",$976.95,$977.23,"$1,568.47",0.00,0.00,0.00,"3,230.34","3,230.34","$88,500","8,850","17,340",,2-99,27001,425  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1028
"$1,930.23",$895.73,"$1,145.02","$2,081.86","$2,439.42","1,132.50",0.00,0.00,"3,062.73","1,930.23","$83,920","8,392","17,340",,2-99,27001,425  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1029
$394.56,$285.11,$274.40,$268.32,$314.30,0.00,0.00,0.00,394.56,394.56,"$10,830","1,083","17,340",,2-99,27001,419  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1030
$394.56,$285.11,$274.40,$268.32,$314.30,0.00,0.00,0.00,394.56,394.56,"$10,830","1,083","17,340",,2-99,27001,419  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1031
$246.77,$178.01,$171.39,$167.63,$196.42,0.00,0.00,0.00,246.77,246.77,"$6,770",677,"17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1032
$246.77,$178.01,$171.39,$167.63,$196.42,0.00,0.00,0.00,246.77,246.77,"$6,770",677,"17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1033
$246.77,$178.01,$171.39,$167.63,$196.42,0.00,0.00,0.00,246.77,246.77,"$6,770",677,"17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1034
$246.77,$178.01,$171.39,$167.63,$196.42,0.00,0.00,0.00,246.77,246.77,"$6,770",677,"17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1035
$246.77,$178.01,$171.39,$167.63,$196.42,0.00,0.00,0.00,246.77,246.77,"$6,770",677,"17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1036
$246.77,$178.01,$171.39,$167.63,$196.42,0.00,0.00,0.00,246.77,246.77,"$6,770",677,"17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1037
$246.77,$178.01,$171.39,$167.63,$196.42,0.00,0.00,0.00,246.77,246.77,"$6,770",677,"17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1038
$246.77,$178.01,$171.39,$167.63,$196.42,0.00,0.00,0.00,246.77,246.77,"$6,770",677,"17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1039
$296.04,$213.67,$205.64,$201.15,$235.47,0.00,0.00,0.00,296.04,296.04,"$8,120",812,"17,340",,2-99,27001,419  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1040
$246.77,$178.01,$171.39,$167.63,$196.42,0.00,0.00,0.00,246.77,246.77,"$6,770",677,"17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1041
$246.77,$178.01,$171.39,$167.63,$196.42,0.00,0.00,0.00,246.77,246.77,"$6,770",677,"17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1042
$296.04,$213.67,$205.64,$201.15,$235.47,0.00,0.00,0.00,296.04,296.04,"$8,120",812,"17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1043
$246.77,$178.01,$171.39,$167.63,$196.42,0.00,0.00,0.00,246.77,246.77,"$6,770",677,"17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1044
$246.77,$178.01,$171.39,$167.63,$196.42,0.00,0.00,0.00,246.77,246.77,"$6,770",677,"17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1045
$246.77,$178.01,$171.39,$167.63,$196.42,0.00,0.00,0.00,246.77,246.77,"$6,770",677,"17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1046
$246.77,$178.01,$171.39,$167.63,$196.42,0.00,0.00,0.00,246.77,246.77,"$6,770",677,"17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1047
$246.77,$178.01,$171.39,$167.63,$196.42,0.00,0.00,0.00,246.77,246.77,"$6,770",677,"17,340",,2-99,27001,423  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1048
$246.77,$178.01,$171.39,$167.63,$196.42,0.00,0.00,0.00,246.77,246.77,"$6,770",677,"17,340",,2-99,27001,417  WISCONSIN AVE,OAK PARK,60302,OAK PARK,16-07-322-061-1049
"$3,510.52","$4,802.44","$4,620.24","$4,540.66","$5,349.79","1,132.50",0.00,0.00,"4,643.02","3,510.52","$127,200","12,720","8,547",,2-99,27001,426 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-062-1001
"$4,674.51","$6,159.19","$5,928.42","$5,798.41","$6,397.06",0.00,0.00,0.00,"4,674.51","4,674.51","$128,070","12,807","8,547",,2-99,27001,426 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-062-1002
$984.60,"$1,297.54","$1,248.94","$1,221.54","$1,347.50",0.00,0.00,0.00,984.60,984.60,"$26,990","2,699","8,547",,2-99,27001,426 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-062-1003
"$3,948.69","$5,379.50","$5,175.63","$5,083.89","$5,948.23","1,132.50",0.00,0.00,"5,081.19","3,948.69","$139,200","13,920","8,547",,2-99,27001,426 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-062-1004
"$3,417.43","$4,679.02","$4,501.37","$4,424.36","$5,221.00","1,132.50",0.00,0.00,"4,549.93","3,417.43","$124,650","12,465","8,547",,2-99,27001,426 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-062-1005
"$4,104.86","$5,585.54","$5,373.92","$5,277.85","$6,162.74","1,132.50",0.00,0.00,"5,237.36","4,104.86","$143,490","14,349","8,547",,2-99,27001,426 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-062-1006
"$4,862.05","$6,406.67","$6,166.54","$6,031.38","$6,653.50",0.00,0.00,0.00,"4,862.05","4,862.05","$133,190","13,319","8,547",,2-99,27001,424 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-062-1007
$246.43,$325.37,$313.09,$306.24,$337.70,0.00,0.00,0.00,246.43,246.43,"$6,770",677,"8,547",,2-99,27001,424 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-062-1008
$246.43,$325.37,$313.09,$306.24,$337.70,0.00,0.00,0.00,246.43,246.43,"$6,770",677,"8,547",,2-99,27001,424 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-062-1009
$246.43,$325.37,$313.09,$306.24,$337.70,0.00,0.00,0.00,246.43,246.43,"$6,770",677,"8,547",,2-99,27001,424 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-062-1010
$0.00,$325.37,$313.09,$306.24,$337.70,246.43,0.00,0.00,246.43,0.00,"$6,770",677,"8,547",,2-99,27001,424 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-062-1011
$246.43,$325.37,$313.09,$306.24,$337.70,0.00,0.00,0.00,246.43,246.43,"$6,770",677,"8,547",,2-99,27001,426 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-322-062-1012
